timestamp,row_index,manufacturer,distributor,retailer,retailer_state,quantity,z_score,is_anomaly,disruption_injected,routing_method,alternate_route,routing_note
2026-04-21T12:12:34.503400,142,IMPAX LABORATORIES INC,BURLINGTON DRUG COMPANY INC,WALGREENS #8885 (WI),WI,1786.0,1.569,0,0,none,,Normal flow
2026-04-21T12:12:34.503470,143,QUALITEST PHARMACEUTICALS,DAKOTA DRUG INC,PEOPLES PHARMACY #3668 (MI),MI,176.0,0.472,0,0,none,,Normal flow
2026-04-21T12:12:34.503538,144,CADISTA PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,HARRIS TEETER PHARMACY #3290 (NE),NE,147.0,0.481,0,0,none,,Normal flow
2026-04-21T12:12:34.503604,145,ABBOTT LABORATORIES,AMERISOURCEBERGEN DRUG CORP,HOMETOWN PHARMACY #6271 (AR),AR,616.0,0.116,0,0,none,,Normal flow
2026-04-21T12:12:34.503670,146,HIKMA PHARMACEUTICALS,BELLCO DRUG CORP,GOOD NEIGHBOR PHARMACY #4375 (OH),OH,293.0,0.306,0,0,none,,Normal flow
2026-04-21T12:12:34.503735,147,PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,KROGER PHARMACY #3210 (CO),CO,243.0,0.359,0,0,none,,Normal flow
2026-04-21T12:12:34.503802,148,VINTAGE PHARMACEUTICALS LLC,SMITH DRUG COMPANY,WINN-DIXIE PHARMACY #9954 (NY),NY,501.0,0.014,0,0,none,,Normal flow
2026-04-21T12:12:34.503866,149,IMPAX LABORATORIES INC,MORRIS & DICKSON CO LLC,RITE AID #2643 (LA),LA,35.0,0.978,0,0,none,,Normal flow
2026-04-21T12:12:34.503931,150,ACTAVIS PHARMA INC,ANDA INC,RITE AID #9426 (WY),WY,153.0,0.668,0,0,none,,Normal flow
2026-04-21T12:12:34.503994,151,RHODES TECHNOLOGIES,GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #3673 (VA),VA,570.0,0.42,0,0,none,,Normal flow
2026-04-21T12:12:34.504058,152,QUALITEST PHARMACEUTICALS,GULF COAST MEDICAL SUPPLY,WALMART PHARMACY #6240 (NC),NC,20.0,1.013,0,0,none,,Normal flow
2026-04-21T12:12:34.504123,153,MALLINCKRODT LLC,HENRY SCHEIN INC,HOMETOWN PHARMACY #4042 (MN),MN,94.0,0.786,0,0,none,,Normal flow
2026-04-21T12:12:34.504188,154,MYLAN PHARMACEUTICALS INC,MCKESSON CORPORATION,RITE AID #3370 (AR),AR,31.0,0.934,0,0,none,,Normal flow
2026-04-21T12:12:34.504251,155,VINTAGE PHARMACEUTICALS LLC,NATIONAL WHOLESALE DRUG CO INC,WALGREENS #1949 (IN),IN,33.0,0.896,0,0,none,,Normal flow
2026-04-21T12:12:34.504399,156,HIKMA PHARMACEUTICALS,GULF COAST MEDICAL SUPPLY,WINN-DIXIE PHARMACY #3574 (OR),OR,671.0,0.779,0,0,none,,Normal flow
2026-04-21T12:12:34.504502,157,SANDOZ INC,SMITH DRUG COMPANY,WINN-DIXIE PHARMACY #8492 (ID),ID,483.0,0.294,0,0,none,,Normal flow
2026-04-21T12:12:34.504602,158,PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,HOMETOWN PHARMACY #2773 (SD),SD,161.0,0.56,0,0,none,,Normal flow
2026-04-21T12:12:34.504684,159,VINTAGE PHARMACEUTICALS LLC,KEYSOURCE MEDICAL INC,QUALITY CARE PHARMACY #3905 (TN),TN,332.0,0.085,0,0,none,,Normal flow
2026-04-21T12:12:34.504795,160,SUN PHARMA GLOBAL INC,HENRY SCHEIN INC,COMMUNITY PHARMACY #6858 (LA),LA,248.0,0.304,0,0,none,,Normal flow
2026-04-21T12:12:34.504958,161,TEVA PHARMACEUTICALS USA INC,CARDINAL HEALTH INC,CORNER DRUG STORE #6747 (ID),ID,569.0,0.571,0,0,none,,Normal flow
2026-04-21T12:12:34.505122,162,TEVA PHARMACEUTICALS USA INC,DIRECT RX,WALGREENS #6125 (VA),VA,283.0,0.214,0,0,none,,Normal flow
2026-04-21T12:12:34.505193,163,HIKMA PHARMACEUTICALS,CARDINAL HEALTH INC,HARRIS TEETER PHARMACY #2772 (OR),OR,41.0,0.845,0,0,none,,Normal flow
2026-04-21T12:12:34.505259,164,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,GOOD NEIGHBOR PHARMACY #2904 (CT),CT,345.0,0.027,0,0,none,,Normal flow
2026-04-21T12:12:34.505326,165,PURDUE PHARMA LP,KINRAY LLC,WINN-DIXIE PHARMACY #3112 (LA),LA,1019.0,1.719,0,0,none,,Normal flow
2026-04-21T12:12:34.521420,166,MYLAN PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,CORNER DRUG STORE #7557 (TX),TX,0.0,99.0,1,1,ImmuneEngine,MYLAN PHARMACEUTICALS INC → VALUEDRUGCO → CORNER DRUG STORE #7557 (TX),Activate alternate route via [VALUEDRUGCO]
2026-04-21T12:12:34.521622,167,ACTAVIS PHARMA INC,HD SMITH WHOLESALE DRUG CO,HEALTH MART PHARMACY #3463 (TX),TX,233.0,0.352,0,0,none,,Normal flow
2026-04-21T12:12:34.521721,168,IMPAX LABORATORIES INC,KINRAY LLC,PEOPLES PHARMACY #7557 (OH),OH,25.0,0.885,0,0,none,,Normal flow
2026-04-21T12:12:34.521806,169,VINTAGE PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,WINN-DIXIE PHARMACY #7110 (AR),AR,700.0,0.849,0,0,none,,Normal flow
2026-04-21T12:12:34.521887,170,HIKMA PHARMACEUTICALS,CARDINAL HEALTH INC,SUNRISE PHARMACY #5581 (TN),TN,39.0,0.852,0,0,none,,Normal flow
2026-04-21T12:12:34.521965,171,MALLINCKRODT LLC,HENRY SCHEIN INC,HEALTH MART PHARMACY #9773 (SD),SD,269.0,0.234,0,0,none,,Normal flow
2026-04-21T12:12:34.522043,172,QUALITEST PHARMACEUTICALS,AMERISOURCEBERGEN DRUG CORP,PUBLIX PHARMACY #4056 (DE),DE,107.0,0.634,0,0,none,,Normal flow
2026-04-21T12:12:34.522121,173,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,WINN-DIXIE PHARMACY #9193 (KY),KY,170.0,0.438,0,0,none,,Normal flow
2026-04-21T12:12:34.522196,174,TEVA PHARMACEUTICALS USA INC,MORRIS & DICKSON CO LLC,PUBLIX PHARMACY #9486 (MT),MT,114.0,0.588,0,0,none,,Normal flow
2026-04-21T12:12:34.522270,175,AMNEAL PHARMACEUTICALS LLC,CARDINAL HEALTH INC,WALGREENS #4909 (KS),KS,59.0,0.714,0,0,none,,Normal flow
2026-04-21T12:12:34.522343,176,MYLAN PHARMACEUTICALS INC,DIRECT RX,WALGREENS #6001 (TX),TX,523.0,0.606,0,0,none,,Normal flow
2026-04-21T12:12:34.522413,177,MYLAN PHARMACEUTICALS INC,KINRAY LLC,CORNER DRUG STORE #9066 (DE),DE,369.0,0.142,0,0,none,,Normal flow
2026-04-21T12:12:34.522484,178,MALLINCKRODT LLC,KEYSOURCE MEDICAL INC,GOOD NEIGHBOR PHARMACY #7166 (WA),WA,23.0,0.831,0,0,none,,Normal flow
2026-04-21T12:12:34.522557,179,RHODES TECHNOLOGIES,GULF COAST MEDICAL SUPPLY,MEDICO PHARMACY #9698 (PA),PA,1134.0,2.225,0,0,none,,Normal flow
2026-04-21T12:12:34.522638,180,JANSSEN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,HEALTH MART PHARMACY #7749 (AZ),AZ,214.0,0.326,0,0,none,,Normal flow
2026-04-21T12:12:34.538295,181,SUN PHARMA GLOBAL INC,DIRECT RX,KROGER PHARMACY #2159 (MD),MD,1511.0,2.915,1,0,ImmuneEngine,SUN PHARMA GLOBAL INC → HENRY SCHEIN INC → KROGER PHARMACY #2159 (MD),Activate alternate route via [HENRY SCHEIN INC]
2026-04-21T12:12:34.552198,182,SUN PHARMA GLOBAL INC,KEYSOURCE MEDICAL INC,CVS PHARMACY #5523 (NC),NC,10743.0,6.777,1,0,ImmuneEngine,SUN PHARMA GLOBAL INC → BELLCO DRUG CORP → CVS PHARMACY #5523 (NC),Activate alternate route via [BELLCO DRUG CORP]
2026-04-21T12:12:34.552355,183,QUALITEST PHARMACEUTICALS,PENN PHARMACEUTICAL SERVICES INC,COMMUNITY PHARMACY #9334 (IN),IN,324.0,0.151,0,0,none,,Normal flow
2026-04-21T12:12:34.552440,184,MYLAN PHARMACEUTICALS INC,CARDINAL HEALTH INC,COMMUNITY PHARMACY #5644 (RI),RI,276.0,0.182,0,0,none,,Normal flow
2026-04-21T12:12:36.184266,185,HIKMA PHARMACEUTICALS,VALUEDRUGCO,CVS PHARMACY #3462 (VT),VT,270.0,0.187,0,0,none,,Normal flow
2026-04-21T12:12:38.110394,186,QUALITEST PHARMACEUTICALS,BELLCO DRUG CORP,COMMUNITY PHARMACY #2590 (PA),PA,784.0,0.147,0,0,none,,Normal flow
2026-04-21T12:12:40.353302,187,AMNEAL PHARMACEUTICALS LLC,GULF COAST MEDICAL SUPPLY,CVS PHARMACY #6085 (IN),IN,558.0,0.008,0,0,none,,Normal flow
2026-04-21T12:12:42.281894,188,WATSON LABORATORIES INC,ANDA INC,PEOPLES PHARMACY #2912 (WV),WV,64.0,0.325,0,0,none,,Normal flow
2026-04-21T12:12:44.217838,189,PURDUE PHARMA LP,AMERISOURCEBERGEN DRUG CORP,CVS PHARMACY #8191 (VT),VT,186.0,0.246,0,0,none,,Normal flow
2026-04-21T12:12:46.147452,190,SUN PHARMA GLOBAL INC,PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #2875 (GA),GA,724.0,0.104,0,0,none,,Normal flow
2026-04-21T12:12:48.388176,191,HIKMA PHARMACEUTICALS,HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #7158 (OH),OH,182.0,0.26,0,0,none,,Normal flow
2026-04-21T12:12:50.343960,192,MYLAN PHARMACEUTICALS INC,DIRECT RX,PUBLIX PHARMACY #7790 (VT),VT,48.0,0.348,0,0,none,,Normal flow
2026-04-21T12:12:52.278914,193,ENDO PHARMACEUTICALS INC,CARDINAL HEALTH INC,WALGREENS #9697 (VA),VA,92.0,0.298,0,0,none,,Normal flow
2026-04-21T12:12:54.207172,194,ABBOTT LABORATORIES,NATIONAL WHOLESALE DRUG CO INC,GOOD NEIGHBOR PHARMACY #7031 (IL),IL,115.0,0.282,0,0,none,,Normal flow
2026-04-21T12:12:56.449306,195,JANSSEN PHARMACEUTICALS INC,VALUEDRUGCO,HOMETOWN PHARMACY #6267 (ME),ME,48.0,0.325,0,0,none,,Normal flow
2026-04-21T12:12:58.497474,196,PURDUE PHARMA LP,CARDINAL HEALTH INC,WALGREENS #5199 (AK),AK,0.0,99.0,1,1,ImmuneEngine,PURDUE PHARMA LP → PRESCRIPTION SUPPLY INC → WALGREENS #5199 (AK),Activate alternate route via [PRESCRIPTION SUPPLY INC]
2026-04-21T12:13:00.445132,197,SANDOZ INC,HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #2619 (RI),RI,60.0,0.309,0,0,none,,Normal flow
2026-04-21T12:13:02.378347,198,ENDO PHARMACEUTICALS INC,HENRY SCHEIN INC,HOMETOWN PHARMACY #7488 (TN),TN,95.0,0.283,0,0,none,,Normal flow
2026-04-21T12:13:04.313976,199,MYLAN PHARMACEUTICALS INC,HENRY SCHEIN INC,KROGER PHARMACY #2159 (MD),MD,682.0,0.104,0,0,none,,Normal flow
2026-04-21T12:13:06.242063,200,ENDO PHARMACEUTICALS INC,HENRY SCHEIN INC,CVS PHARMACY #9401 (NY),NY,130.0,0.26,0,0,none,,Normal flow
2026-04-21T12:13:08.485749,201,ENDO PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #8707 (WV),WV,274.0,0.167,0,0,none,,Normal flow
2026-04-21T12:13:10.426559,202,LANNETT COMPANY INC,AMERISOURCEBERGEN DRUG CORP,PUBLIX PHARMACY #1697 (MI),MI,471.0,0.04,0,0,none,,Normal flow
2026-04-21T12:13:12.360007,203,AMNEAL PHARMACEUTICALS LLC,BELLCO DRUG CORP,COMMUNITY PHARMACY #6124 (CA),CA,20.0,0.334,0,0,none,,Normal flow
2026-04-21T12:13:14.292110,204,AMNEAL PHARMACEUTICALS LLC,CARDINAL HEALTH INC,RITE AID #5521 (NE),NE,734.0,0.134,0,0,none,,Normal flow
2026-04-21T12:13:16.527716,205,SUN PHARMA GLOBAL INC,CARDINAL HEALTH INC,QUALITY CARE PHARMACY #5311 (NM),NM,72.0,0.309,0,0,none,,Normal flow
2026-04-21T12:13:18.467329,206,QUALITEST PHARMACEUTICALS,HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #6452 (TX),TX,592.0,0.032,0,0,none,,Normal flow
2026-04-21T12:13:20.412404,207,JANSSEN PHARMACEUTICALS INC,VALUEDRUGCO,WALMART PHARMACY #5079 (LA),LA,102.0,0.298,0,0,none,,Normal flow
2026-04-21T12:13:22.347323,208,IMPAX LABORATORIES INC,BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #9075 (MT),MT,521.0,0.015,0,0,none,,Normal flow
2026-04-21T12:13:24.589529,209,QUALITEST PHARMACEUTICALS,BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #3100 (MI),MI,439.0,0.069,0,0,none,,Normal flow
2026-04-21T12:13:26.523877,210,JANSSEN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #2658 (AL),AL,979.0,0.282,0,0,none,,Normal flow
2026-04-21T12:13:28.466286,211,SANDOZ INC,ANDA INC,WALGREENS #6014 (MI),MI,379.0,0.121,0,0,none,,Normal flow
2026-04-21T12:13:30.416394,212,PURDUE PHARMA LP,AMERISOURCEBERGEN DRUG CORP,GOOD NEIGHBOR PHARMACY #5688 (MI),MI,165.0,0.263,0,0,none,,Normal flow
2026-04-21T12:13:32.352982,213,AMNEAL PHARMACEUTICALS LLC,HENRY SCHEIN INC,COMMUNITY PHARMACY #6124 (CA),CA,918.0,0.237,0,0,none,,Normal flow
2026-04-21T12:13:34.594456,214,JANSSEN PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,WALMART PHARMACY #6498 (AK),AK,49.0,0.342,0,0,none,,Normal flow
2026-04-21T12:13:36.583862,215,AMNEAL PHARMACEUTICALS LLC,BELLCO DRUG CORP,RITE AID #3210 (VA),VA,379.0,0.126,0,0,none,,Normal flow
2026-04-21T12:13:38.512759,216,HIKMA PHARMACEUTICALS,DIRECT RX,HARRIS TEETER PHARMACY #9591 (MS),MS,424.0,0.097,0,0,none,,Normal flow
2026-04-21T12:13:40.452136,217,RHODES TECHNOLOGIES,VALUEDRUGCO,WALMART PHARMACY #5853 (IL),IL,214.0,0.227,0,0,none,,Normal flow
2026-04-21T12:13:42.390878,218,IMPAX LABORATORIES INC,NATIONAL WHOLESALE DRUG CO INC,COMMUNITY PHARMACY #3567 (CT),CT,175.0,0.252,0,0,none,,Normal flow
2026-04-21T12:13:44.635466,219,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,HOMETOWN PHARMACY #7488 (TN),TN,202.0,0.236,0,0,none,,Normal flow
2026-04-21T12:13:46.567316,220,VINTAGE PHARMACEUTICALS LLC,DIRECT RX,WINN-DIXIE PHARMACY #9954 (NY),NY,69.0,0.317,0,0,none,,Normal flow
2026-04-21T12:13:48.503686,221,SANDOZ INC,VALUEDRUGCO,SUNRISE PHARMACY #7649 (PA),PA,1503.0,0.623,0,0,none,,Normal flow
2026-04-21T12:13:50.440894,222,MYLAN PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,PUBLIX PHARMACY #8653 (MI),MI,118.0,0.301,0,0,none,,Normal flow
2026-04-21T12:13:52.685825,223,MALLINCKRODT LLC,MCKESSON CORPORATION,CORNER DRUG STORE #4739 (MI),MI,1169.0,0.387,0,0,none,,Normal flow
2026-04-21T12:13:54.622936,224,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,FAMILY CARE PHARMACY #1327 (ND),ND,706.0,0.071,0,0,none,,Normal flow
2026-04-21T12:13:56.552947,225,WATSON LABORATORIES INC,KINRAY LLC,HOMETOWN PHARMACY #3088 (ID),ID,59.0,0.361,0,0,none,,Normal flow
2026-04-21T12:13:58.570658,226,VINTAGE PHARMACEUTICALS LLC,KEYSOURCE MEDICAL INC,PEOPLES PHARMACY #5481 (AK),AK,0.0,99.0,1,1,ImmuneEngine,VINTAGE PHARMACEUTICALS LLC → ANDA INC → PEOPLES PHARMACY #5481 (AK),Activate alternate route via [ANDA INC]
2026-04-21T12:14:00.503963,227,ABBOTT LABORATORIES,HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #8332 (SD),SD,153.0,0.299,0,0,none,,Normal flow
2026-04-21T12:14:02.447832,228,CADISTA PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,GOOD NEIGHBOR PHARMACY #6839 (WI),WI,106.0,0.325,0,0,none,,Normal flow
2026-04-21T12:14:04.686557,229,ACTAVIS PHARMA INC,BURLINGTON DRUG COMPANY INC,MAIN STREET PHARMACY #1358 (IN),IN,1331.0,0.479,0,0,none,,Normal flow
2026-04-21T12:14:06.627700,230,SUN PHARMA GLOBAL INC,MORRIS & DICKSON CO LLC,VILLAGE PHARMACY #1377 (VA),VA,153.0,0.308,0,0,none,,Normal flow
2026-04-21T12:14:08.567870,231,CADISTA PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #2504 (VA),VA,92.0,0.334,0,0,none,,Normal flow
2026-04-21T12:14:10.500575,232,VINTAGE PHARMACEUTICALS LLC,DAKOTA DRUG INC,RITE AID #9225 (ME),ME,135.0,0.305,0,0,none,,Normal flow
2026-04-21T12:14:12.772259,233,RHODES TECHNOLOGIES,AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #3359 (NH),NH,547.0,0.017,0,0,none,,Normal flow
2026-04-21T12:14:14.710272,234,ABBOTT LABORATORIES,VALUEDRUGCO,MEDICO PHARMACY #4635 (MT),MT,173.0,0.535,0,0,none,,Normal flow
2026-04-21T12:14:16.688961,235,CADISTA PHARMACEUTICALS INC,VALUEDRUGCO,QUALITY CARE PHARMACY #5232 (TN),TN,39.0,0.893,0,0,none,,Normal flow
2026-04-21T12:14:18.622153,236,IMPAX LABORATORIES INC,KEYSOURCE MEDICAL INC,GOOD NEIGHBOR PHARMACY #9442 (VA),VA,776.0,1.143,0,0,none,,Normal flow
2026-04-21T12:14:20.585938,237,LANNETT COMPANY INC,DAKOTA DRUG INC,HOMETOWN PHARMACY #3994 (DE),DE,254.0,0.309,0,0,none,,Normal flow
2026-04-21T12:14:22.854670,238,TEVA PHARMACEUTICALS USA INC,GULF COAST MEDICAL SUPPLY,SUNRISE PHARMACY #1038 (NJ),NJ,285.0,0.198,0,0,none,,Normal flow
2026-04-21T12:14:24.789174,239,CADISTA PHARMACEUTICALS INC,CARDINAL HEALTH INC,RITE AID #9322 (LA),LA,137.0,0.592,0,0,none,,Normal flow
2026-04-21T12:14:26.732793,240,HIKMA PHARMACEUTICALS,DIRECT RX,PEOPLES PHARMACY #4886 (MD),MD,20.0,0.917,0,0,none,,Normal flow
2026-04-21T12:14:28.669685,241,PAR PHARMACEUTICAL INC,MORRIS & DICKSON CO LLC,GOOD NEIGHBOR PHARMACY #9997 (IA),IA,334.0,0.042,0,0,none,,Normal flow
2026-04-21T12:14:30.613584,242,IMPAX LABORATORIES INC,VALUEDRUGCO,MEDICO PHARMACY #5822 (TN),TN,366.0,0.069,0,0,none,,Normal flow
2026-04-21T12:14:32.849301,243,LANNETT COMPANY INC,VALUEDRUGCO,COMMUNITY PHARMACY #9756 (AR),AR,473.0,0.358,0,0,none,,Normal flow
2026-04-21T12:14:34.787144,244,CADISTA PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,HEALTH MART PHARMACY #4409 (OH),OH,183.0,0.48,0,0,none,,Normal flow
2026-04-21T12:14:36.736035,245,JANSSEN PHARMACEUTICALS INC,BELLCO DRUG CORP,MEDICO PHARMACY #6745 (VA),VA,585.0,0.646,0,0,none,,Normal flow
2026-04-21T12:14:38.681982,246,IMPAX LABORATORIES INC,HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #8618 (LA),LA,638.0,0.768,0,0,none,,Normal flow
2026-04-21T12:14:40.935947,247,PAR PHARMACEUTICAL INC,BELLCO DRUG CORP,SUNRISE PHARMACY #9537 (KY),KY,67.0,0.874,0,0,none,,Normal flow
2026-04-21T12:14:42.877932,248,AMNEAL PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #2094 (KY),KY,174.0,0.575,0,0,none,,Normal flow
2026-04-21T12:14:44.821247,249,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,CVS PHARMACY #5032 (RI),RI,295.0,0.239,0,0,none,,Normal flow
2026-04-21T12:14:46.756970,250,PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,HARRIS TEETER PHARMACY #2205 (IA),IA,175.0,0.561,0,0,none,,Normal flow
2026-04-21T12:14:48.697514,251,JANSSEN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #2207 (MD),MD,53.0,0.909,0,0,none,,Normal flow
2026-04-21T12:14:51.022262,252,RHODES TECHNOLOGIES,HENRY SCHEIN INC,WALGREENS #1233 (SC),SC,1371.0,2.65,1,0,ImmuneEngine,RHODES TECHNOLOGIES → MORRIS & DICKSON CO LLC → WALGREENS #1233 (SC),Activate alternate route via [MORRIS & DICKSON CO LLC]
2026-04-21T12:14:52.950119,253,MYLAN PHARMACEUTICALS INC,HENRY SCHEIN INC,CORNER DRUG STORE #8030 (TX),TX,367.0,0.05,0,0,none,,Normal flow
2026-04-21T12:14:54.882722,254,IMPAX LABORATORIES INC,GULF COAST MEDICAL SUPPLY,MEDICO PHARMACY #6031 (OR),OR,1245.0,2.163,0,0,none,,Normal flow
2026-04-21T12:14:56.827579,255,ABBOTT LABORATORIES,MCKESSON CORPORATION,PUBLIX PHARMACY #3067 (WI),WI,227.0,0.45,0,0,none,,Normal flow
2026-04-21T12:14:58.840711,256,JANSSEN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,SUNRISE PHARMACY #5169 (MA),MA,0.0,99.0,1,1,ImmuneEngine,JANSSEN PHARMACEUTICALS INC → ANDA INC → SUNRISE PHARMACY #5169 (MA),Activate alternate route via [ANDA INC]
2026-04-21T12:15:00.777378,257,LANNETT COMPANY INC,HD SMITH WHOLESALE DRUG CO,MEDICO PHARMACY #8186 (MO),MO,799.0,0.999,0,0,none,,Normal flow
2026-04-21T12:15:03.017380,258,QUALITEST PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #6674 (NJ),NJ,243.0,0.427,0,0,none,,Normal flow
2026-04-21T12:15:04.946049,259,PAR PHARMACEUTICAL INC,MORRIS & DICKSON CO LLC,CORNER DRUG STORE #2632 (NV),NV,131.0,0.72,0,0,none,,Normal flow
2026-04-21T12:15:06.909719,260,AMNEAL PHARMACEUTICALS LLC,MCKESSON CORPORATION,VILLAGE PHARMACY #5606 (RI),RI,1527.0,2.647,1,0,ImmuneEngine,AMNEAL PHARMACEUTICALS LLC → PENN PHARMACEUTICAL SERVICES INC → VILLAGE PHARMACY #5606 (RI),Activate alternate route via [PENN PHARMACEUTICAL SERVICES INC]
2026-04-21T12:15:08.844488,261,SUN PHARMA GLOBAL INC,DIRECT RX,KROGER PHARMACY #2900 (MI),MI,60.0,0.862,0,0,none,,Normal flow
2026-04-21T12:15:10.777013,262,MALLINCKRODT LLC,KINRAY LLC,WALMART PHARMACY #4463 (AK),AK,140.0,0.639,0,0,none,,Normal flow
2026-04-21T12:15:13.017406,263,ENDO PHARMACEUTICALS INC,ANDA INC,WALMART PHARMACY #5220 (ME),ME,808.0,0.951,0,0,none,,Normal flow
2026-04-21T12:15:14.959575,264,VINTAGE PHARMACEUTICALS LLC,DAKOTA DRUG INC,HOMETOWN PHARMACY #8152 (WV),WV,140.0,0.652,0,0,none,,Normal flow
2026-04-21T12:15:16.889938,265,MYLAN PHARMACEUTICALS INC,PRESCRIPTION SUPPLY INC,SUNRISE PHARMACY #8405 (VA),VA,117.0,0.676,0,0,none,,Normal flow
2026-04-21T12:15:18.818599,266,SANDOZ INC,CARDINAL HEALTH INC,HEALTH MART PHARMACY #9073 (NY),NY,194.0,0.499,0,0,none,,Normal flow
2026-04-21T12:15:21.063689,267,JANSSEN PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,FAMILY CARE PHARMACY #7438 (PA),PA,571.0,0.41,0,0,none,,Normal flow
2026-04-21T12:15:23.008944,268,MYLAN PHARMACEUTICALS INC,VALUEDRUGCO,QUALITY CARE PHARMACY #1509 (MO),MO,533.0,0.312,0,0,none,,Normal flow
2026-04-21T12:15:24.954497,269,QUALITEST PHARMACEUTICALS,KEYSOURCE MEDICAL INC,CORNER DRUG STORE #6008 (HI),HI,48.0,0.855,0,0,none,,Normal flow
2026-04-21T12:15:26.897964,270,IMPAX LABORATORIES INC,VALUEDRUGCO,WINN-DIXIE PHARMACY #7956 (DE),DE,49.0,0.842,0,0,none,,Normal flow
2026-04-21T12:15:28.831466,271,ABBOTT LABORATORIES,AMERISOURCEBERGEN DRUG CORP,RITE AID #8832 (DE),DE,917.0,1.198,0,0,none,,Normal flow
2026-04-21T12:15:31.074400,272,HIKMA PHARMACEUTICALS,NATIONAL WHOLESALE DRUG CO INC,WINN-DIXIE PHARMACY #8378 (VA),VA,558.0,0.323,0,0,none,,Normal flow
2026-04-21T12:15:33.023790,273,JANSSEN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,GOOD NEIGHBOR PHARMACY #4375 (OH),OH,190.0,0.53,0,0,none,,Normal flow
2026-04-21T12:15:34.955157,274,JANSSEN PHARMACEUTICALS INC,MCKESSON CORPORATION,PUBLIX PHARMACY #5703 (RI),RI,494.0,0.232,0,0,none,,Normal flow
2026-04-21T12:15:36.890436,275,HIKMA PHARMACEUTICALS,PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #7528 (IN),IN,111.0,0.727,0,0,none,,Normal flow
2026-04-21T12:15:39.131444,276,HIKMA PHARMACEUTICALS,HD SMITH WHOLESALE DRUG CO,MEDICO PHARMACY #3984 (MA),MA,336.0,0.107,0,0,none,,Normal flow
2026-04-21T12:15:41.092899,277,SANDOZ INC,MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #6589 (GA),GA,1713.0,3.158,1,0,ImmuneEngine,SANDOZ INC → SMITH DRUG COMPANY → WINN-DIXIE PHARMACY #6589 (GA),Activate alternate route via [SMITH DRUG COMPANY]
2026-04-21T12:15:43.043175,278,MYLAN PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,MEDICO PHARMACY #2378 (MD),MD,2130.0,3.53,1,0,ImmuneEngine,MYLAN PHARMACEUTICALS INC → MORRIS & DICKSON CO LLC → MEDICO PHARMACY #2378 (MD),Activate alternate route via [MORRIS & DICKSON CO LLC]
2026-04-21T12:15:44.982199,279,JANSSEN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,HEALTH MART PHARMACY #4191 (NV),NV,248.0,0.428,0,0,none,,Normal flow
2026-04-21T12:15:46.959124,280,MALLINCKRODT LLC,MIAMI-LUKEN INC,CVS PHARMACY #6414 (OK),OK,314.0,0.255,0,0,none,,Normal flow
