anomaly_idx,manufacturer,retailer,anomaly_score,match_rank,match_distance,match_recovery_days,match_response_type,match_disruption_type,match_industry
269,IMPAX LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3951,115.0,Alternative Supplier,Geopolitical,Consumer Goods
270,JANSSEN PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.1911,19.0,Alternative Supplier,Labor Strike,Consumer Goods
270,JANSSEN PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.1917,115.0,Alternative Supplier,Labor Strike,Consumer Goods
270,JANSSEN PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.376,60.0,Alternative Supplier,Geopolitical,Consumer Goods
271,PURDUE PHARMA LP,COMMUNITY PHARMACY #3577 (OK),3,1,1.9505,136.0,Combined Strategy,Geopolitical,Electronics
271,PURDUE PHARMA LP,COMMUNITY PHARMACY #3577 (OK),3,2,1.9652,138.0,Alternative Supplier,Geopolitical,Electronics
271,PURDUE PHARMA LP,COMMUNITY PHARMACY #3577 (OK),3,3,2.0148,177.0,Alternative Supplier,Geopolitical,Electronics
272,HIKMA PHARMACEUTICALS,TUG VALLEY PHARMACY #1 (WV),3,1,0.1959,115.0,Alternative Supplier,Labor Strike,Consumer Goods
272,HIKMA PHARMACEUTICALS,TUG VALLEY PHARMACY #1 (WV),3,2,0.1976,19.0,Alternative Supplier,Labor Strike,Consumer Goods
272,HIKMA PHARMACEUTICALS,TUG VALLEY PHARMACY #1 (WV),3,3,0.3848,60.0,Alternative Supplier,Geopolitical,Consumer Goods
273,PURDUE PHARMA LP,WALGREENS #4906 (LA),3,1,0.1917,104.0,Alternative Supplier,Labor Strike,Consumer Goods
273,PURDUE PHARMA LP,WALGREENS #4906 (LA),3,2,0.1924,104.0,Alternative Supplier,Labor Strike,Consumer Goods
273,PURDUE PHARMA LP,WALGREENS #4906 (LA),3,3,0.1964,87.0,Alternative Supplier,Labor Strike,Consumer Goods
274,PURDUE PHARMA LP,MEDICO PHARMACY #7590 (OH),3,1,1.9505,136.0,Combined Strategy,Geopolitical,Electronics
274,PURDUE PHARMA LP,MEDICO PHARMACY #7590 (OH),3,2,1.9652,138.0,Alternative Supplier,Geopolitical,Electronics
274,PURDUE PHARMA LP,MEDICO PHARMACY #7590 (OH),3,3,2.0148,177.0,Alternative Supplier,Geopolitical,Electronics
275,PURDUE PHARMA LP,TUG VALLEY PHARMACY #1 (WV),3,1,0.191,68.0,Alternative Supplier,Labor Strike,Consumer Goods
275,PURDUE PHARMA LP,TUG VALLEY PHARMACY #1 (WV),3,2,0.376,115.0,Alternative Supplier,Geopolitical,Consumer Goods
275,PURDUE PHARMA LP,TUG VALLEY PHARMACY #1 (WV),3,3,0.3937,32.0,Alternative Supplier,Geopolitical,Consumer Goods
276,WATSON LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2448,19.0,Alternative Supplier,Labor Strike,Consumer Goods
276,WATSON LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.2502,115.0,Alternative Supplier,Labor Strike,Consumer Goods
276,WATSON LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3841,73.0,Alternative Supplier,Geopolitical,Consumer Goods
277,ABBOTT LABORATORIES,TUG VALLEY PHARMACY #1 (WV),3,1,0.2645,19.0,Alternative Supplier,Labor Strike,Consumer Goods
277,ABBOTT LABORATORIES,TUG VALLEY PHARMACY #1 (WV),3,2,0.2708,115.0,Alternative Supplier,Labor Strike,Consumer Goods
277,ABBOTT LABORATORIES,TUG VALLEY PHARMACY #1 (WV),3,3,0.3926,73.0,Alternative Supplier,Geopolitical,Consumer Goods
278,AMNEAL PHARMACEUTICALS LLC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2329,68.0,Alternative Supplier,Labor Strike,Consumer Goods
278,AMNEAL PHARMACEUTICALS LLC,TUG VALLEY PHARMACY #1 (WV),3,2,0.3792,32.0,Alternative Supplier,Geopolitical,Consumer Goods
278,AMNEAL PHARMACEUTICALS LLC,TUG VALLEY PHARMACY #1 (WV),3,3,0.4113,115.0,Alternative Supplier,Geopolitical,Consumer Goods
279,IMPAX LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.1985,115.0,Alternative Supplier,Labor Strike,Consumer Goods
279,IMPAX LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.2006,19.0,Alternative Supplier,Labor Strike,Consumer Goods
279,IMPAX LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3881,60.0,Alternative Supplier,Geopolitical,Consumer Goods
280,RHODES TECHNOLOGIES,KROGER PHARMACY #5941 (CT),3,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
280,RHODES TECHNOLOGIES,KROGER PHARMACY #5941 (CT),3,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
280,RHODES TECHNOLOGIES,KROGER PHARMACY #5941 (CT),3,3,0.3866,32.0,Alternative Supplier,Geopolitical,Consumer Goods
281,ABBOTT LABORATORIES,TUG VALLEY PHARMACY #1 (WV),3,1,0.2789,45.0,Alternative Supplier,Labor Strike,Consumer Goods
281,ABBOTT LABORATORIES,TUG VALLEY PHARMACY #1 (WV),3,2,0.3878,162.0,Alternative Supplier,Geopolitical,Consumer Goods
281,ABBOTT LABORATORIES,TUG VALLEY PHARMACY #1 (WV),3,3,0.3981,163.0,Alternative Supplier,Geopolitical,Consumer Goods
282,RHODES TECHNOLOGIES,PUBLIX PHARMACY #9067 (WI),3,1,0.661,141.0,Alternative Supplier,Labor Strike,Electronics
282,RHODES TECHNOLOGIES,PUBLIX PHARMACY #9067 (WI),3,2,1.0114,51.0,Alternative Supplier,Labor Strike,Consumer Goods
282,RHODES TECHNOLOGIES,PUBLIX PHARMACY #9067 (WI),3,3,1.1327,42.0,Alternative Supplier,Natural Disaster,Electronics
283,PURDUE PHARMA LP,PUBLIX PHARMACY #1641 (KY),3,1,1.9505,136.0,Combined Strategy,Geopolitical,Electronics
283,PURDUE PHARMA LP,PUBLIX PHARMACY #1641 (KY),3,2,1.9652,138.0,Alternative Supplier,Geopolitical,Electronics
283,PURDUE PHARMA LP,PUBLIX PHARMACY #1641 (KY),3,3,2.0148,177.0,Alternative Supplier,Geopolitical,Electronics
284,PURDUE PHARMA LP,SUNRISE PHARMACY #5850 (WV),3,1,1.9505,136.0,Combined Strategy,Geopolitical,Electronics
284,PURDUE PHARMA LP,SUNRISE PHARMACY #5850 (WV),3,2,1.9652,138.0,Alternative Supplier,Geopolitical,Electronics
284,PURDUE PHARMA LP,SUNRISE PHARMACY #5850 (WV),3,3,2.0148,177.0,Alternative Supplier,Geopolitical,Electronics
285,IMPAX LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2138,68.0,Alternative Supplier,Labor Strike,Consumer Goods
285,IMPAX LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.376,32.0,Alternative Supplier,Geopolitical,Consumer Goods
285,IMPAX LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3941,115.0,Alternative Supplier,Geopolitical,Consumer Goods
286,LANNETT COMPANY INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2133,115.0,Alternative Supplier,Labor Strike,Consumer Goods
286,LANNETT COMPANY INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.2169,19.0,Alternative Supplier,Labor Strike,Consumer Goods
286,LANNETT COMPANY INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.399,142.0,Alternative Supplier,Geopolitical,Consumer Goods
287,ACTAVIS PHARMA INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2235,68.0,Alternative Supplier,Labor Strike,Consumer Goods
287,ACTAVIS PHARMA INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.3761,97.0,Alternative Supplier,Geopolitical,Consumer Goods
287,ACTAVIS PHARMA INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3944,115.0,Alternative Supplier,Labor Strike,Consumer Goods
288,PURDUE PHARMA LP,WALMART PHARMACY #8179 (MD),3,1,1.9505,136.0,Combined Strategy,Geopolitical,Electronics
288,PURDUE PHARMA LP,WALMART PHARMACY #8179 (MD),3,2,1.9652,138.0,Alternative Supplier,Geopolitical,Electronics
288,PURDUE PHARMA LP,WALMART PHARMACY #8179 (MD),3,3,2.0148,177.0,Alternative Supplier,Geopolitical,Electronics
289,IMPAX LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.1935,115.0,Alternative Supplier,Labor Strike,Consumer Goods
289,IMPAX LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.1948,19.0,Alternative Supplier,Labor Strike,Consumer Goods
289,IMPAX LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3816,60.0,Alternative Supplier,Geopolitical,Consumer Goods
290,PURDUE PHARMA LP,MAIN STREET PHARMACY #7859 (LA),3,1,1.7034,138.0,Alternative Supplier,Geopolitical,Electronics
290,PURDUE PHARMA LP,MAIN STREET PHARMACY #7859 (LA),3,2,1.7578,136.0,Combined Strategy,Geopolitical,Electronics
290,PURDUE PHARMA LP,MAIN STREET PHARMACY #7859 (LA),3,3,1.8335,177.0,Alternative Supplier,Geopolitical,Electronics
291,MYLAN PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2081,115.0,Alternative Supplier,Labor Strike,Consumer Goods
291,MYLAN PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.2112,19.0,Alternative Supplier,Labor Strike,Consumer Goods
291,MYLAN PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3997,60.0,Alternative Supplier,Geopolitical,Consumer Goods
292,PURDUE PHARMA LP,HEALTH MART PHARMACY #6744 (NC),3,1,1.9505,136.0,Combined Strategy,Geopolitical,Electronics
292,PURDUE PHARMA LP,HEALTH MART PHARMACY #6744 (NC),3,2,1.9652,138.0,Alternative Supplier,Geopolitical,Electronics
292,PURDUE PHARMA LP,HEALTH MART PHARMACY #6744 (NC),3,3,2.0148,177.0,Alternative Supplier,Geopolitical,Electronics
293,ENDO PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.1948,19.0,Alternative Supplier,Labor Strike,Consumer Goods
293,ENDO PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.1963,115.0,Alternative Supplier,Labor Strike,Consumer Goods
293,ENDO PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3761,33.0,Alternative Supplier,Geopolitical,Consumer Goods
294,PURDUE PHARMA LP,GOOD NEIGHBOR PHARMACY #3396 (NC),3,1,0.1933,114.0,Alternative Supplier,Labor Strike,Consumer Goods
294,PURDUE PHARMA LP,GOOD NEIGHBOR PHARMACY #3396 (NC),3,2,0.1993,33.0,Alternative Supplier,Labor Strike,Consumer Goods
294,PURDUE PHARMA LP,GOOD NEIGHBOR PHARMACY #3396 (NC),3,3,0.2148,72.0,Alternative Supplier,Labor Strike,Consumer Goods
295,JANSSEN PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.1913,19.0,Alternative Supplier,Labor Strike,Consumer Goods
295,JANSSEN PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.1919,115.0,Alternative Supplier,Labor Strike,Consumer Goods
295,JANSSEN PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3761,60.0,Alternative Supplier,Geopolitical,Consumer Goods
296,PURDUE PHARMA LP,COMMUNITY PHARMACY #4056 (SD),3,1,1.9505,136.0,Combined Strategy,Geopolitical,Electronics
296,PURDUE PHARMA LP,COMMUNITY PHARMACY #4056 (SD),3,2,1.9652,138.0,Alternative Supplier,Geopolitical,Electronics
296,PURDUE PHARMA LP,COMMUNITY PHARMACY #4056 (SD),3,3,2.0148,177.0,Alternative Supplier,Geopolitical,Electronics
297,ACTAVIS PHARMA INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.194,19.0,Alternative Supplier,Labor Strike,Consumer Goods
297,ACTAVIS PHARMA INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.1954,115.0,Alternative Supplier,Labor Strike,Consumer Goods
297,ACTAVIS PHARMA INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.376,33.0,Alternative Supplier,Geopolitical,Consumer Goods
298,TEVA PHARMACEUTICALS USA INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.215,68.0,Alternative Supplier,Labor Strike,Consumer Goods
298,TEVA PHARMACEUTICALS USA INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.3774,97.0,Alternative Supplier,Geopolitical,Consumer Goods
298,TEVA PHARMACEUTICALS USA INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.4057,115.0,Alternative Supplier,Geopolitical,Consumer Goods
299,TEVA PHARMACEUTICALS USA INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.1922,68.0,Alternative Supplier,Labor Strike,Consumer Goods
299,TEVA PHARMACEUTICALS USA INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.3789,115.0,Alternative Supplier,Geopolitical,Consumer Goods
299,TEVA PHARMACEUTICALS USA INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.4005,97.0,Alternative Supplier,Geopolitical,Consumer Goods
300,ABBOTT LABORATORIES,TUG VALLEY PHARMACY #1 (WV),3,1,0.2878,45.0,Alternative Supplier,Labor Strike,Consumer Goods
300,ABBOTT LABORATORIES,TUG VALLEY PHARMACY #1 (WV),3,2,0.3913,162.0,Alternative Supplier,Geopolitical,Consumer Goods
300,ABBOTT LABORATORIES,TUG VALLEY PHARMACY #1 (WV),3,3,0.4027,163.0,Alternative Supplier,Geopolitical,Consumer Goods
301,PURDUE PHARMA LP,FAMILY CARE PHARMACY #4892 (TX),3,1,0.1909,28.0,Alternative Supplier,Labor Strike,Consumer Goods
301,PURDUE PHARMA LP,FAMILY CARE PHARMACY #4892 (TX),3,2,0.1922,70.0,Alternative Supplier,Labor Strike,Consumer Goods
301,PURDUE PHARMA LP,FAMILY CARE PHARMACY #4892 (TX),3,3,0.1967,72.0,Alternative Supplier,Labor Strike,Consumer Goods
302,PURDUE PHARMA LP,PEOPLES PHARMACY #1076 (VA),3,1,0.5701,133.0,Alternative Supplier,Geopolitical,Consumer Goods
302,PURDUE PHARMA LP,PEOPLES PHARMACY #1076 (VA),3,2,0.5837,38.0,Alternative Supplier,Labor Strike,Consumer Goods
302,PURDUE PHARMA LP,PEOPLES PHARMACY #1076 (VA),3,3,0.636,169.0,Alternative Supplier,Labor Strike,Consumer Goods
303,PURDUE PHARMA LP,SUNRISE PHARMACY #9275 (UT),3,1,1.9505,136.0,Combined Strategy,Geopolitical,Electronics
303,PURDUE PHARMA LP,SUNRISE PHARMACY #9275 (UT),3,2,1.9652,138.0,Alternative Supplier,Geopolitical,Electronics
303,PURDUE PHARMA LP,SUNRISE PHARMACY #9275 (UT),3,3,2.0148,177.0,Alternative Supplier,Geopolitical,Electronics
304,PURDUE PHARMA LP,VILLAGE PHARMACY #7809 (NC),3,1,1.321,138.0,Alternative Supplier,Geopolitical,Electronics
304,PURDUE PHARMA LP,VILLAGE PHARMACY #7809 (NC),3,2,1.5064,136.0,Combined Strategy,Geopolitical,Electronics
304,PURDUE PHARMA LP,VILLAGE PHARMACY #7809 (NC),3,3,1.604,177.0,Alternative Supplier,Geopolitical,Electronics
305,PURDUE PHARMA LP,CORNER DRUG STORE #3967 (VT),3,1,1.9505,136.0,Combined Strategy,Geopolitical,Electronics
305,PURDUE PHARMA LP,CORNER DRUG STORE #3967 (VT),3,2,1.9652,138.0,Alternative Supplier,Geopolitical,Electronics
305,PURDUE PHARMA LP,CORNER DRUG STORE #3967 (VT),3,3,2.0148,177.0,Alternative Supplier,Geopolitical,Electronics
306,PURDUE PHARMA LP,CORNER DRUG STORE #1853 (CT),3,1,0.1915,114.0,Alternative Supplier,Labor Strike,Consumer Goods
306,PURDUE PHARMA LP,CORNER DRUG STORE #1853 (CT),3,2,0.2104,113.0,Alternative Supplier,Labor Strike,Consumer Goods
306,PURDUE PHARMA LP,CORNER DRUG STORE #1853 (CT),3,3,0.2189,33.0,Alternative Supplier,Labor Strike,Consumer Goods
307,JANSSEN PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2507,115.0,Alternative Supplier,Labor Strike,Consumer Goods
307,JANSSEN PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.2564,19.0,Alternative Supplier,Labor Strike,Consumer Goods
307,JANSSEN PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3408,68.0,Alternative Supplier,Labor Strike,Consumer Goods
308,SUN PHARMA GLOBAL INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2613,68.0,Alternative Supplier,Labor Strike,Consumer Goods
308,SUN PHARMA GLOBAL INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.3251,115.0,Alternative Supplier,Labor Strike,Consumer Goods
308,SUN PHARMA GLOBAL INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3336,19.0,Alternative Supplier,Labor Strike,Consumer Goods
309,VINTAGE PHARMACEUTICALS LLC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2091,115.0,Alternative Supplier,Labor Strike,Consumer Goods
309,VINTAGE PHARMACEUTICALS LLC,TUG VALLEY PHARMACY #1 (WV),3,2,0.2123,19.0,Alternative Supplier,Labor Strike,Consumer Goods
309,VINTAGE PHARMACEUTICALS LLC,TUG VALLEY PHARMACY #1 (WV),3,3,0.4009,60.0,Alternative Supplier,Geopolitical,Consumer Goods
310,PURDUE PHARMA LP,WINN-DIXIE PHARMACY #3858 (IN),3,1,1.6674,138.0,Alternative Supplier,Geopolitical,Electronics
310,PURDUE PHARMA LP,WINN-DIXIE PHARMACY #3858 (IN),3,2,1.7322,136.0,Combined Strategy,Geopolitical,Electronics
310,PURDUE PHARMA LP,WINN-DIXIE PHARMACY #3858 (IN),3,3,1.8097,177.0,Alternative Supplier,Geopolitical,Electronics
311,PURDUE PHARMA LP,RITE AID #6383 (HI),3,1,1.9505,136.0,Combined Strategy,Geopolitical,Electronics
311,PURDUE PHARMA LP,RITE AID #6383 (HI),3,2,1.9652,138.0,Alternative Supplier,Geopolitical,Electronics
311,PURDUE PHARMA LP,RITE AID #6383 (HI),3,3,2.0148,177.0,Alternative Supplier,Geopolitical,Electronics
312,ABBOTT LABORATORIES,COMMUNITY PHARMACY #8415 (WY),3,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
312,ABBOTT LABORATORIES,COMMUNITY PHARMACY #8415 (WY),3,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
312,ABBOTT LABORATORIES,COMMUNITY PHARMACY #8415 (WY),3,3,0.3866,32.0,Alternative Supplier,Geopolitical,Consumer Goods
313,PURDUE PHARMA LP,PUBLIX PHARMACY #2354 (NH),3,1,1.9505,136.0,Combined Strategy,Geopolitical,Electronics
313,PURDUE PHARMA LP,PUBLIX PHARMACY #2354 (NH),3,2,1.9652,138.0,Alternative Supplier,Geopolitical,Electronics
313,PURDUE PHARMA LP,PUBLIX PHARMACY #2354 (NH),3,3,2.0148,177.0,Alternative Supplier,Geopolitical,Electronics
314,MALLINCKRODT LLC,TUG VALLEY PHARMACY #1 (WV),3,1,0.217,68.0,Alternative Supplier,Labor Strike,Consumer Goods
314,MALLINCKRODT LLC,TUG VALLEY PHARMACY #1 (WV),3,2,0.377,97.0,Alternative Supplier,Geopolitical,Consumer Goods
314,MALLINCKRODT LLC,TUG VALLEY PHARMACY #1 (WV),3,3,0.4044,142.0,Alternative Supplier,Geopolitical,Consumer Goods
315,PURDUE PHARMA LP,WALGREENS #5807 (ME),3,1,0.1908,28.0,Alternative Supplier,Labor Strike,Consumer Goods
315,PURDUE PHARMA LP,WALGREENS #5807 (ME),3,2,0.1915,70.0,Alternative Supplier,Labor Strike,Consumer Goods
315,PURDUE PHARMA LP,WALGREENS #5807 (ME),3,3,0.1952,72.0,Alternative Supplier,Labor Strike,Consumer Goods
316,QUALITEST PHARMACEUTICALS,RITE AID #5839 (NJ),3,1,0.6719,141.0,Alternative Supplier,Labor Strike,Electronics
316,QUALITEST PHARMACEUTICALS,RITE AID #5839 (NJ),3,2,1.0623,51.0,Alternative Supplier,Labor Strike,Consumer Goods
316,QUALITEST PHARMACEUTICALS,RITE AID #5839 (NJ),3,3,1.1482,42.0,Alternative Supplier,Natural Disaster,Electronics
317,LANNETT COMPANY INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2014,19.0,Alternative Supplier,Labor Strike,Consumer Goods
317,LANNETT COMPANY INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.2039,115.0,Alternative Supplier,Labor Strike,Consumer Goods
317,LANNETT COMPANY INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.376,246.0,Alternative Supplier,Geopolitical,Consumer Goods
318,AMNEAL PHARMACEUTICALS LLC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2354,115.0,Alternative Supplier,Labor Strike,Consumer Goods
318,AMNEAL PHARMACEUTICALS LLC,TUG VALLEY PHARMACY #1 (WV),3,2,0.2404,19.0,Alternative Supplier,Labor Strike,Consumer Goods
318,AMNEAL PHARMACEUTICALS LLC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3678,68.0,Alternative Supplier,Labor Strike,Consumer Goods
319,TEVA PHARMACEUTICALS USA INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2895,115.0,Alternative Supplier,Labor Strike,Consumer Goods
319,TEVA PHARMACEUTICALS USA INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.2918,68.0,Alternative Supplier,Labor Strike,Consumer Goods
319,TEVA PHARMACEUTICALS USA INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.2968,19.0,Alternative Supplier,Labor Strike,Consumer Goods
320,PURDUE PHARMA LP,TUG VALLEY PHARMACY #1 (WV),3,1,0.1912,19.0,Alternative Supplier,Labor Strike,Consumer Goods
320,PURDUE PHARMA LP,TUG VALLEY PHARMACY #1 (WV),3,2,0.1918,115.0,Alternative Supplier,Labor Strike,Consumer Goods
320,PURDUE PHARMA LP,TUG VALLEY PHARMACY #1 (WV),3,3,0.376,60.0,Alternative Supplier,Geopolitical,Consumer Goods
321,LANNETT COMPANY INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2651,115.0,Alternative Supplier,Labor Strike,Consumer Goods
321,LANNETT COMPANY INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.2714,19.0,Alternative Supplier,Labor Strike,Consumer Goods
321,LANNETT COMPANY INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.32,68.0,Alternative Supplier,Labor Strike,Consumer Goods
322,SUN PHARMA GLOBAL INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.1917,115.0,Alternative Supplier,Labor Strike,Consumer Goods
322,SUN PHARMA GLOBAL INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.1925,19.0,Alternative Supplier,Labor Strike,Consumer Goods
322,SUN PHARMA GLOBAL INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3787,60.0,Alternative Supplier,Geopolitical,Consumer Goods
323,WATSON LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2014,45.0,Alternative Supplier,Labor Strike,Consumer Goods
323,WATSON LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.2093,30.0,Alternative Supplier,Labor Strike,Consumer Goods
323,WATSON LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.4362,112.0,Alternative Supplier,Geopolitical,Consumer Goods
324,JANSSEN PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.1942,115.0,Alternative Supplier,Labor Strike,Consumer Goods
324,JANSSEN PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.1957,19.0,Alternative Supplier,Labor Strike,Consumer Goods
324,JANSSEN PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3826,60.0,Alternative Supplier,Geopolitical,Consumer Goods
325,PURDUE PHARMA LP,MEDICO PHARMACY #3165 (ND),3,1,0.4751,38.0,Alternative Supplier,Labor Strike,Consumer Goods
325,PURDUE PHARMA LP,MEDICO PHARMACY #3165 (ND),3,2,0.5466,169.0,Alternative Supplier,Labor Strike,Consumer Goods
325,PURDUE PHARMA LP,MEDICO PHARMACY #3165 (ND),3,3,0.55,133.0,Alternative Supplier,Geopolitical,Consumer Goods
326,PURDUE PHARMA LP,RITE AID #9914 (SD),3,1,1.9505,136.0,Combined Strategy,Geopolitical,Electronics
326,PURDUE PHARMA LP,RITE AID #9914 (SD),3,2,1.9652,138.0,Alternative Supplier,Geopolitical,Electronics
326,PURDUE PHARMA LP,RITE AID #9914 (SD),3,3,2.0148,177.0,Alternative Supplier,Geopolitical,Electronics
327,ENDO PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2,68.0,Alternative Supplier,Labor Strike,Consumer Goods
327,ENDO PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.3787,32.0,Alternative Supplier,Geopolitical,Consumer Goods
327,ENDO PHARMACEUTICALS INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3822,115.0,Alternative Supplier,Geopolitical,Consumer Goods
328,TEVA PHARMACEUTICALS USA INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.1908,19.0,Alternative Supplier,Labor Strike,Consumer Goods
328,TEVA PHARMACEUTICALS USA INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.191,115.0,Alternative Supplier,Labor Strike,Consumer Goods
328,TEVA PHARMACEUTICALS USA INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3761,60.0,Alternative Supplier,Geopolitical,Consumer Goods
329,PURDUE PHARMA LP,VILLAGE PHARMACY #2442 (VA),3,1,1.6252,138.0,Alternative Supplier,Geopolitical,Electronics
329,PURDUE PHARMA LP,VILLAGE PHARMACY #2442 (VA),3,2,1.7026,136.0,Combined Strategy,Geopolitical,Electronics
329,PURDUE PHARMA LP,VILLAGE PHARMACY #2442 (VA),3,3,1.7822,177.0,Alternative Supplier,Geopolitical,Electronics
330,SANDOZ INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2434,45.0,Alternative Supplier,Labor Strike,Consumer Goods
330,SANDOZ INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.3777,162.0,Alternative Supplier,Geopolitical,Consumer Goods
330,SANDOZ INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3826,163.0,Alternative Supplier,Geopolitical,Consumer Goods
331,PURDUE PHARMA LP,MEDICO PHARMACY #7609 (VA),3,1,1.9505,136.0,Combined Strategy,Geopolitical,Electronics
331,PURDUE PHARMA LP,MEDICO PHARMACY #7609 (VA),3,2,1.9652,138.0,Alternative Supplier,Geopolitical,Electronics
331,PURDUE PHARMA LP,MEDICO PHARMACY #7609 (VA),3,3,2.0148,177.0,Alternative Supplier,Geopolitical,Electronics
332,SUN PHARMA GLOBAL INC,TUG VALLEY PHARMACY #1 (WV),3,1,0.2739,68.0,Alternative Supplier,Labor Strike,Consumer Goods
332,SUN PHARMA GLOBAL INC,TUG VALLEY PHARMACY #1 (WV),3,2,0.309,115.0,Alternative Supplier,Labor Strike,Consumer Goods
332,SUN PHARMA GLOBAL INC,TUG VALLEY PHARMACY #1 (WV),3,3,0.3169,19.0,Alternative Supplier,Labor Strike,Consumer Goods
