risk_rank,entity,node_type,risk_score,betweenness,in_degree,pagerank
536,VILLAGE PHARMACY #4860 (SD),retailer,0.26712055875312707,0.0,0.007006071929005138,0.0004575263603158887
537,CORNER DRUG STORE #3222 (IL),retailer,0.2671118570888954,0.0,0.007006071929005138,0.0004574318401840938
538,FAMILY CARE PHARMACY #8751 (WI),retailer,0.2671090221374859,0.0,0.007006071929005138,0.0004574010460769293
539,HARRIS TEETER PHARMACY #1187 (MO),retailer,0.26710672037338834,0.0,0.007006071929005138,0.000457376043613025
540,CVS PHARMACY #1753 (HI),retailer,0.2671023979946967,0.0,0.007006071929005138,0.00045732909261690283
541,HEALTH MART PHARMACY #7671 (TX),retailer,0.26709404772913004,0.0,0.007006071929005138,0.0004572383894846204
542,MAIN STREET PHARMACY #5423 (WA),retailer,0.26709254750315276,0.0,0.007006071929005138,0.0004572220935723307
543,CORNER DRUG STORE #9132 (WA),retailer,0.26709203286051714,0.0,0.007006071929005138,0.0004572165033670035
544,HEALTH MART PHARMACY #4272 (WA),retailer,0.2670901344157994,0.0,0.007006071929005138,0.0004571958818812565
545,GOOD NEIGHBOR PHARMACY #9450 (OK),retailer,0.2670887165708517,0.0,0.007006071929005138,0.00045718048081684517
546,KROGER PHARMACY #9154 (WA),retailer,0.2670880586931891,0.0,0.007006071929005138,0.00045717333474895236
547,MEDICO PHARMACY #2612 (HI),retailer,0.2670823059008707,0.0,0.007006071929005138,0.0004571108461635916
548,MAIN STREET PHARMACY #4389 (WI),retailer,0.2670813688881893,0.0,0.007006071929005138,0.0004571006680459605
549,CVS PHARMACY #1721 (OK),retailer,0.267078490582295,0.0,0.007006071929005138,0.00045706940300915464
550,FAMILY CARE PHARMACY #2562 (NH),retailer,0.267078119630327,0.0,0.007006071929005138,0.0004570653736156999
551,COMMUNITY PHARMACY #4056 (SD),retailer,0.25590264807425034,0.0,0.006539000467071462,0.0004986085684514737
552,WINN-DIXIE PHARMACY #2934 (OK),retailer,0.25501259627667316,0.0,0.006539000467071462,0.00048894055426807
553,PUBLIX PHARMACY #2354 (NH),retailer,0.25466602954740286,0.0,0.006539000467071462,0.0004851760407159358
554,WINN-DIXIE PHARMACY #8772 (WA),retailer,0.2546206593061979,0.0,0.006539000467071462,0.00048468321531333847
555,RITE AID #5573 (CA),retailer,0.25448491168560244,0.0,0.006539000467071462,0.00048320868324132533
556,WALGREENS #5136 (FL),retailer,0.2537239404208557,0.0,0.006539000467071462,0.00047494278118847774
557,HOMETOWN PHARMACY #4813 (RI),retailer,0.2532969457578294,0.0,0.006539000467071462,0.0004703046348810233
558,GOOD NEIGHBOR PHARMACY #5914 (NH),retailer,0.2531603246714372,0.0,0.006539000467071462,0.00046882061495702844
559,HEALTH MART PHARMACY #4112 (SC),retailer,0.252962437637375,0.0,0.006539000467071462,0.00046667110561697403
560,WALGREENS #1821 (AZ),retailer,0.25296155268841536,0.0,0.006539000467071462,0.00046666149303137267
561,WALGREENS #7523 (IL),retailer,0.25288632548236606,0.0,0.006539000467071462,0.0004658443521671643
562,RITE AID #7640 (NH),retailer,0.2528411287900973,0.0,0.006539000467071462,0.00046535341190606167
563,QUALITY CARE PHARMACY #7512 (HI),retailer,0.2528088428544223,0.0,0.006539000467071462,0.0004650027122222008
564,VILLAGE PHARMACY #5341 (SD),retailer,0.2527943234143772,0.0,0.006539000467071462,0.0004648449976344955
565,GOOD NEIGHBOR PHARMACY #4688 (UT),retailer,0.2527929449893844,0.0,0.006539000467071462,0.00046483002476166153
566,FAMILY CARE PHARMACY #8994 (HI),retailer,0.2526385186353674,0.0,0.006539000467071462,0.00046315259858827247
567,FAMILY CARE PHARMACY #6692 (MA),retailer,0.2525749308310791,0.0,0.006539000467071462,0.00046246188845721725
568,HOMETOWN PHARMACY #4362 (IL),retailer,0.25256316559071545,0.0,0.006539000467071462,0.0004623340908267683
569,GOOD NEIGHBOR PHARMACY #5708 (HI),retailer,0.2525517629099574,0.0,0.006539000467071462,0.0004622102314293744
570,FAMILY CARE PHARMACY #6818 (WI),retailer,0.25254378973938185,0.0,0.006539000467071462,0.0004621236244179382
571,MAIN STREET PHARMACY #1697 (NH),retailer,0.2525196763744643,0.0,0.006539000467071462,0.0004618616976911266
572,CORNER DRUG STORE #9000 (NV),retailer,0.2525041316424165,0.0,0.006539000467071462,0.00046169284606886735
573,CVS PHARMACY #8775 (MN),retailer,0.25249921660932445,0.0,0.006539000467071462,0.00046163945747982704
574,HARRIS TEETER PHARMACY #9973 (WI),retailer,0.2524945922844826,0.0,0.006539000467071462,0.0004615892266524964
575,WALMART PHARMACY #3932 (OK),retailer,0.252484581451653,0.0,0.006539000467071462,0.000461480485931958
576,WALGREENS #7870 (OK),retailer,0.2524601810494444,0.0,0.006539000467071462,0.0004612154413185148
577,KROGER PHARMACY #8269 (HI),retailer,0.2524438382895932,0.0,0.006539000467071462,0.0004610379212747746
578,QUALITY CARE PHARMACY #8119 (CA),retailer,0.2524423846843328,0.0,0.006539000467071462,0.0004610221317709352
579,RITE AID #9808 (AR),retailer,0.2524208956190987,0.0,0.006539000467071462,0.00046078871098796876
580,COMMUNITY PHARMACY #9346 (CA),retailer,0.25223644769300174,0.0,0.006539000467071462,0.00045878518133895396
581,MEDICO PHARMACY #8398 (IA),retailer,0.2522077388224992,0.0,0.006539000467071462,0.000458473336828372
582,CVS PHARMACY #5006 (OK),retailer,0.25214268747127794,0.0,0.006539000467071462,0.0004577667292039969
583,HEALTH MART PHARMACY #7528 (CA),retailer,0.25213799009162746,0.0,0.006539000467071462,0.00045771570483304564
584,MEDICO PHARMACY #1749 (NV),retailer,0.2521235873332294,0.0,0.006539000467071462,0.00045755925767699076
585,WALMART PHARMACY #6373 (MN),retailer,0.2521221592705611,0.0,0.006539000467071462,0.0004575437456245802
586,COMMUNITY PHARMACY #4559 (IL),retailer,0.25212151110988923,0.0,0.006539000467071462,0.0004575367051056061
587,CORNER DRUG STORE #9025 (MN),retailer,0.2521211959057135,0.0,0.006539000467071462,0.00045753328126167973
588,PEOPLES PHARMACY #9561 (SD),retailer,0.25212115719678413,0.0,0.006539000467071462,0.00045753286079347846
589,VILLAGE PHARMACY #8109 (NH),retailer,0.25210782233086615,0.0,0.006539000467071462,0.00045738801341135984
590,WINN-DIXIE PHARMACY #4827 (OR),retailer,0.2521063647220776,0.0,0.006539000467071462,0.000457372180419977
591,QUALITY CARE PHARMACY #5990 (WI),retailer,0.2521035512958415,0.0,0.006539000467071462,0.00045734162012581365
592,CORNER DRUG STORE #1588 (HI),retailer,0.2521035493746258,0.0,0.006539000467071462,0.0004573415992569826
593,HARRIS TEETER PHARMACY #5914 (MA),retailer,0.25210008875130047,0.0,0.006539000467071462,0.00045730400891057373
594,WALGREENS #8729 (OK),retailer,0.25209955003205536,0.0,0.006539000467071462,0.000457298157177768
595,WINN-DIXIE PHARMACY #9571 (WA),retailer,0.252094161179268,0.0,0.006539000467071462,0.00045723962181463214
596,MEDICO PHARMACY #2622 (IL),retailer,0.25209415667166213,0.0,0.006539000467071462,0.0004572395728516424
597,HEALTH MART PHARMACY #1944 (UT),retailer,0.2520936688592798,0.0,0.006539000467071462,0.0004572342740847122
598,RITE AID #6632 (SD),retailer,0.2520857345860868,0.0,0.006539000467071462,0.0004571480895885135
599,MEDICO PHARMACY #2718 (WA),retailer,0.25208212453149836,0.0,0.006539000467071462,0.00045710887607413247
600,HEALTH MART PHARMACY #2978 (WI),retailer,0.25208047563334407,0.0,0.006539000467071462,0.00045709096523929567
601,WALMART PHARMACY #4366 (WA),retailer,0.2520793935415276,0.0,0.006539000467071462,0.0004570792112278349
602,HOMETOWN PHARMACY #6447 (ME),retailer,0.25207835449263427,0.0,0.006539000467071462,0.00045706792476173823
603,PUBLIX PHARMACY #5349 (CA),retailer,0.25207637178599573,0.0,0.006539000467071462,0.00045704638799729896
604,HOMETOWN PHARMACY #7232 (CT),retailer,0.2520701654371513,0.0,0.006539000467071462,0.0004569789727425702
605,PEOPLES PHARMACY #3029 (UT),retailer,0.252065194946259,0.0,0.006539000467071462,0.0004569249817539837
606,WALMART PHARMACY #8088 (MA),retailer,0.24164854428620147,0.0,0.006071929005137785,0.0005067107206814005
607,RITE AID #6383 (HI),retailer,0.24036935483881644,0.0,0.006071929005137785,0.0004928157746184377
608,HOMETOWN PHARMACY #2871 (NY),retailer,0.24018213681216327,0.0,0.006071929005137785,0.0004907821552920132
609,FAMILY CARE PHARMACY #6238 (CO),retailer,0.23999462718431264,0.0,0.006071929005137785,0.0004887453685044135
610,SUNRISE PHARMACY #9275 (UT),retailer,0.23943954480516527,0.0,0.006071929005137785,0.00048271589434441275
611,WALGREENS #1104 (NV),retailer,0.2392512419714906,0.0,0.006071929005137785,0.0004806704915131424
612,WINN-DIXIE PHARMACY #1939 (MD),retailer,0.2386147302730915,0.0,0.006071929005137785,0.0004737565072430402
613,MAIN STREET PHARMACY #7730 (MA),retailer,0.23804194800364184,0.0,0.006071929005137785,0.0004675347714742734
614,HEALTH MART PHARMACY #1717 (ME),retailer,0.2378783961217678,0.0,0.006071929005137785,0.0004657582210330692
615,WALGREENS #7484 (TX),retailer,0.23764802865481052,0.0,0.006071929005137785,0.0004632558993210066
616,HARRIS TEETER PHARMACY #4566 (AZ),retailer,0.23760399154722,0.0,0.006071929005137785,0.0004627775548224728
617,QUALITY CARE PHARMACY #4974 (OR),retailer,0.23757025933318576,0.0,0.006071929005137785,0.0004624111452218085
618,WALMART PHARMACY #5923 (TX),retailer,0.23754714014753706,0.0,0.006071929005137785,0.00046216001757354275
619,CVS PHARMACY #6535 (TX),retailer,0.23754648825573182,0.0,0.006071929005137785,0.0004621529365258596
620,CVS PHARMACY #3361 (HI),retailer,0.23753103902307582,0.0,0.006071929005137785,0.00046198512224713157
621,VILLAGE PHARMACY #3509 (MO),retailer,0.23752515991121945,0.0,0.006071929005137785,0.0004619212615404088
622,KROGER PHARMACY #5279 (CA),retailer,0.23752306275331883,0.0,0.006071929005137785,0.0004618984815714416
623,COMMUNITY PHARMACY #3679 (UT),retailer,0.237516191168948,0.0,0.006071929005137785,0.0004618238403254598
624,WINN-DIXIE PHARMACY #2262 (OK),retailer,0.23748759798994518,0.0,0.006071929005137785,0.00046151325249124567
625,MEDICO PHARMACY #1027 (CA),retailer,0.23748175434289445,0.0,0.006071929005137785,0.000461449777014062
626,QUALITY CARE PHARMACY #4945 (HI),retailer,0.237477195318265,0.0,0.006071929005137785,0.0004614002554975615
627,MAIN STREET PHARMACY #1474 (UT),retailer,0.23746198742343883,0.0,0.006071929005137785,0.00046123506270397433
628,PEOPLES PHARMACY #7179 (NH),retailer,0.2374525356744192,0.0,0.006071929005137785,0.0004611323949223595
629,COMMUNITY PHARMACY #9501 (MA),retailer,0.23745127766352728,0.0,0.006071929005137785,0.0004611187300242273
630,MAIN STREET PHARMACY #8486 (HI),retailer,0.2374511614714305,0.0,0.006071929005137785,0.0004611174679102215
631,HOMETOWN PHARMACY #3950 (HI),retailer,0.23745105662771104,0.0,0.006071929005137785,0.00046111632906575275
632,MEDICO PHARMACY #5839 (WA),retailer,0.23744436530239565,0.0,0.006071929005137785,0.00046104364584862877
633,GOOD NEIGHBOR PHARMACY #9366 (NM),retailer,0.23743843594881217,0.0,0.006071929005137785,0.00046097923940093693
634,CVS PHARMACY #3955 (IA),retailer,0.23743628671916595,0.0,0.006071929005137785,0.0004609558938127818
635,MAIN STREET PHARMACY #9821 (CA),retailer,0.23742112768172496,0.0,0.006071929005137785,0.00046079123172301876
636,GOOD NEIGHBOR PHARMACY #3063 (IL),retailer,0.23738939466035136,0.0,0.006071929005137785,0.00046044653796299575
637,VILLAGE PHARMACY #4187 (VT),retailer,0.2373687220100087,0.0,0.006071929005137785,0.0004602219853276712
638,MAIN STREET PHARMACY #9914 (ME),retailer,0.2371683010220525,0.0,0.006071929005137785,0.00045804495140730044
639,GOOD NEIGHBOR PHARMACY #9094 (MA),retailer,0.23714473396314495,0.0,0.006071929005137785,0.0004577889588230495
640,QUALITY CARE PHARMACY #7229 (MN),retailer,0.23714273009721276,0.0,0.006071929005137785,0.0004577671922199071
641,HOMETOWN PHARMACY #4538 (IL),retailer,0.23714253175043906,0.0,0.006071929005137785,0.00045776503771673474
642,HEALTH MART PHARMACY #5408 (UT),retailer,0.23713675503088888,0.0,0.006071929005137785,0.0004577022892264818
643,VILLAGE PHARMACY #9462 (TX),retailer,0.23713419255819665,0.0,0.006071929005137785,0.00045767445486627896
644,RITE AID #1519 (NH),retailer,0.2371340378243979,0.0,0.006071929005137785,0.00045767277410054707
645,MEDICO PHARMACY #9120 (NE),retailer,0.2371325639867782,0.0,0.006071929005137785,0.0004576567648266486
646,QUALITY CARE PHARMACY #6119 (IA),retailer,0.23713175277117676,0.0,0.006071929005137785,0.0004576479531552809
647,PEOPLES PHARMACY #4532 (WI),retailer,0.23713008682074066,0.0,0.006071929005137785,0.00045762985709335623
648,SUNRISE PHARMACY #7114 (NV),retailer,0.23712836923294184,0.0,0.006071929005137785,0.0004576112001306431
649,KROGER PHARMACY #2596 (WI),retailer,0.23712764726366797,0.0,0.006071929005137785,0.0004576033578801146
650,WALMART PHARMACY #4065 (NY),retailer,0.23711289114111994,0.0,0.006071929005137785,0.00045744307237485007
651,CVS PHARMACY #8005 (SD),retailer,0.2371117430276846,0.0,0.006071929005137785,0.0004574306012164217
652,GOOD NEIGHBOR PHARMACY #1035 (WI),retailer,0.2371085474732732,0.0,0.006071929005137785,0.0004573958901294296
653,FAMILY CARE PHARMACY #4694 (MA),retailer,0.23710750267483993,0.0,0.006071929005137785,0.0004573845412100753
654,HEALTH MART PHARMACY #2589 (SD),retailer,0.2371041851567911,0.0,0.006071929005137785,0.00045734850531684213
655,CORNER DRUG STORE #8973 (AZ),retailer,0.2371035628525398,0.0,0.006071929005137785,0.00045734174565819713
656,WALMART PHARMACY #2475 (WA),retailer,0.23710212552031038,0.0,0.006071929005137785,0.00045732613291698556
657,PEOPLES PHARMACY #4029 (SD),retailer,0.23710029207528524,0.0,0.006071929005137785,0.0004573062174777317
658,WINN-DIXIE PHARMACY #1599 (ME),retailer,0.23709848895057475,0.0,0.006071929005137785,0.00045728663138698615
659,CORNER DRUG STORE #5697 (NV),retailer,0.2370979649658784,0.0,0.006071929005137785,0.00045728093970534475
660,WALGREENS #5986 (IL),retailer,0.2370955188046138,0.0,0.006071929005137785,0.00045725436875535566
661,SUNRISE PHARMACY #2438 (MA),retailer,0.23709154576791366,0.0,0.006071929005137785,0.00045721121241853053
662,COMMUNITY PHARMACY #6139 (CA),retailer,0.23708994645787979,0.0,0.006071929005137785,0.0004571938402249873
663,VILLAGE PHARMACY #3167 (UT),retailer,0.23708914600416836,0.0,0.006071929005137785,0.00045718514545255227
664,KROGER PHARMACY #4734 (TX),retailer,0.2370808636868703,0.0,0.006071929005137785,0.000457095180395095
665,MAIN STREET PHARMACY #8319 (MO),retailer,0.23708067829043333,0.0,0.006071929005137785,0.00045709316656243143
666,WINN-DIXIE PHARMACY #6546 (HI),retailer,0.23707957392580037,0.0,0.006071929005137785,0.0004570811706168424
667,PEOPLES PHARMACY #1813 (UT),retailer,0.23707913194352764,0.0,0.006071929005137785,0.0004570763696705457
668,COMMUNITY PHARMACY #8414 (WI),retailer,0.23707852398692855,0.0,0.006071929005137785,0.0004570697658604765
669,FAMILY CARE PHARMACY #1452 (CA),retailer,0.23707776762638638,0.0,0.006071929005137785,0.00045706155004149893
670,HARRIS TEETER PHARMACY #3661 (NJ),retailer,0.23707603201434088,0.0,0.006071929005137785,0.0004570426972939189
671,QUALITY CARE PHARMACY #7431 (NY),retailer,0.23707585270310383,0.0,0.006071929005137785,0.00045704074956055374
672,GOOD NEIGHBOR PHARMACY #5720 (FL),retailer,0.23707059697308183,0.0,0.006071929005137785,0.0004569836602175118
673,HEALTH MART PHARMACY #1310 (MN),retailer,0.23707052486719926,0.0,0.006071929005137785,0.0004569828769814155
674,COMMUNITY PHARMACY #7249 (SD),retailer,0.23706993329728826,0.0,0.006071929005137785,0.0004569764511685521
675,MAIN STREET PHARMACY #8487 (MN),retailer,0.23706905975919607,0.0,0.006071929005137785,0.0004569669625312749
676,VILLAGE PHARMACY #6301 (MO),retailer,0.23706749132083996,0.0,0.006071929005137785,0.00045694992567531456
677,PUBLIX PHARMACY #5512 (TX),retailer,0.23706526601434452,0.0,0.006071929005137785,0.00045692575371721175
678,MEDICO PHARMACY #8956 (AZ),retailer,0.23706078911162792,0.0,0.006071929005137785,0.00045687712423398433
679,KROGER PHARMACY #3223 (MD),retailer,0.2370532845154695,0.0,0.006071929005137785,0.0004567956070208315
680,WALMART PHARMACY #4968 (MN),retailer,0.22640426670825978,0.0,0.00560485754320411,0.0005040573030997984
681,PUBLIX PHARMACY #6301 (RI),retailer,0.2259941378376405,0.0,0.00560485754320411,0.0004996023581752855
682,MAIN STREET PHARMACY #7125 (WI),retailer,0.22577810014164848,0.0,0.00560485754320411,0.0004972556908075141
683,WALGREENS #1154 (NH),retailer,0.22549397442018712,0.0,0.00560485754320411,0.0004941694305331843
684,WALGREENS #6464 (IL),retailer,0.22502675584564724,0.0,0.00560485754320411,0.0004890943598264041
685,RITE AID #9914 (SD),retailer,0.2246845224641988,0.0,0.00560485754320411,0.0004853769164204311
686,CVS PHARMACY #6912 (MA),retailer,0.2242698432800669,0.0,0.00560485754320411,0.00048087254460222646
687,WALGREENS #5807 (ME),retailer,0.22423811171229846,0.0,0.00560485754320411,0.000480527866631706
688,PEOPLES PHARMACY #1578 (VT),retailer,0.22420937197115295,0.0,0.00560485754320411,0.0004802156867947815
689,PEOPLES PHARMACY #3356 (TX),retailer,0.22396162171268108,0.0,0.00560485754320411,0.0004775245478977331
690,VILLAGE PHARMACY #4948 (NE),retailer,0.2238006718000224,0.0,0.00560485754320411,0.00047577626084001606
691,PUBLIX PHARMACY #8775 (UT),retailer,0.2230275892241357,0.0,0.00560485754320411,0.00046737880203036054
692,SUNRISE PHARMACY #6584 (WI),retailer,0.22283848035383924,0.0,0.00560485754320411,0.00046532464378337956
693,FAMILY CARE PHARMACY #7985 (NY),retailer,0.22283269311617024,0.0,0.00560485754320411,0.00046526178104211094
694,MAIN STREET PHARMACY #7751 (HI),retailer,0.22279637608536432,0.0,0.00560485754320411,0.0004648672943730356
695,PUBLIX PHARMACY #7846 (MS),retailer,0.2227759751973457,0.0,0.00560485754320411,0.0004646456937029905
696,VILLAGE PHARMACY #1272 (MN),retailer,0.22274032173678532,0.0,0.00560485754320411,0.0004642584149363797
697,GOOD NEIGHBOR PHARMACY #5400 (SD),retailer,0.22272764985102533,0.0,0.00560485754320411,0.0004641207690470154
698,WALMART PHARMACY #1265 (NV),retailer,0.22268945194786088,0.0,0.00560485754320411,0.0004637058517685206
699,FAMILY CARE PHARMACY #3868 (ME),retailer,0.22268144083745317,0.0,0.00560485754320411,0.0004636188326430521
700,HOMETOWN PHARMACY #3734 (OK),retailer,0.22263676906068774,0.0,0.00560485754320411,0.00046313359417430065
701,HEALTH MART PHARMACY #9341 (MN),retailer,0.22263206609901082,0.0,0.00560485754320411,0.00046308250916967487
702,PEOPLES PHARMACY #5430 (RI),retailer,0.22259577512876472,0.0,0.00560485754320411,0.0004626883055783514
703,WALGREENS #6911 (SD),retailer,0.2225946180164718,0.0,0.00560485754320411,0.0004626757366715865
704,KROGER PHARMACY #9591 (NH),retailer,0.22257382114011584,0.0,0.00560485754320411,0.00046244983465540363
705,PEOPLES PHARMACY #1960 (AZ),retailer,0.22256619712161896,0.0,0.00560485754320411,0.00046236702024037414
706,QUALITY CARE PHARMACY #2462 (TX),retailer,0.22255115246689192,0.0,0.00560485754320411,0.0004622036006105485
707,COMMUNITY PHARMACY #2514 (NE),retailer,0.22252160347940958,0.0,0.00560485754320411,0.00046188263049300925
708,GOOD NEIGHBOR PHARMACY #9336 (OK),retailer,0.22250261780351746,0.0,0.00560485754320411,0.00046167640228886856
709,WALGREENS #5712 (IA),retailer,0.22248615513613187,0.0,0.00560485754320411,0.00046149757977290514
710,WINN-DIXIE PHARMACY #5040 (NJ),retailer,0.22248360118412758,0.0,0.00560485754320411,0.0004614698379670143
711,WALMART PHARMACY #7704 (WI),retailer,0.22247800333089796,0.0,0.00560485754320411,0.0004614090323773083
712,CORNER DRUG STORE #1999 (SD),retailer,0.2224756056211407,0.0,0.00560485754320411,0.0004613829877223747
713,COMMUNITY PHARMACY #3131 (IA),retailer,0.2224741443193664,0.0,0.00560485754320411,0.00046136711461665386
714,PUBLIX PHARMACY #1877 (SC),retailer,0.22246520432751443,0.0,0.00560485754320411,0.00046127000569753273
715,VILLAGE PHARMACY #7686 (IL),retailer,0.22246279391246068,0.0,0.00560485754320411,0.0004612438230337924
716,MEDICO PHARMACY #9409 (UT),retailer,0.22246079455729822,0.0,0.00560485754320411,0.00046122210542800715
717,CORNER DRUG STORE #1982 (IA),retailer,0.22245583405949856,0.0,0.00560485754320411,0.00046116822298744066
718,SUNRISE PHARMACY #1828 (UT),retailer,0.2224522794819515,0.0,0.00560485754320411,0.0004611296120816097
719,PUBLIX PHARMACY #2753 (NH),retailer,0.22245176498288644,0.0,0.00560485754320411,0.0004611240234357893
720,GOOD NEIGHBOR PHARMACY #8359 (AL),retailer,0.22244668805819562,0.0,0.00560485754320411,0.00046106887633080905
721,PUBLIX PHARMACY #4511 (UT),retailer,0.2224376599542613,0.0,0.00560485754320411,0.00046097081031136635
722,RITE AID #5839 (NJ),retailer,0.22243674170286334,0.0,0.00560485754320411,0.0004609608359845198
723,WALMART PHARMACY #4111 (AZ),retailer,0.22243513003469306,0.0,0.00560485754320411,0.0004609433295531284
724,PEOPLES PHARMACY #9785 (CA),retailer,0.22243289841837574,0.0,0.00560485754320411,0.0004609190890558151
725,RITE AID #4866 (MD),retailer,0.22243007880611726,0.0,0.00560485754320411,0.0004608884615671894
726,HARRIS TEETER PHARMACY #2771 (VT),retailer,0.2224249762561039,0.0,0.00560485754320411,0.0004608330361121373
727,PUBLIX PHARMACY #8080 (NY),retailer,0.22241567019962494,0.0,0.00560485754320411,0.0004607319508873501
728,PEOPLES PHARMACY #2226 (OR),retailer,0.22241384961590221,0.0,0.00560485754320411,0.0004607121751514871
729,MAIN STREET PHARMACY #4937 (VT),retailer,0.22240765333530432,0.0,0.00560485754320411,0.00046064486926112447
730,FAMILY CARE PHARMACY #2680 (MD),retailer,0.222404144251578,0.0,0.00560485754320411,0.0004606067525230545
731,HOMETOWN PHARMACY #3362 (NJ),retailer,0.22239858105857568,0.0,0.00560485754320411,0.00046054632342331243
732,RITE AID #6536 (SC),retailer,0.2223974787747068,0.0,0.00560485754320411,0.00046053435007961777
733,KROGER PHARMACY #5166 (WI),retailer,0.22238048271851474,0.0,0.00560485754320411,0.00046034973373169967
734,QUALITY CARE PHARMACY #4697 (FL),retailer,0.22236506960312252,0.0,0.00560485754320411,0.00046018231176971037
735,CORNER DRUG STORE #4683 (FL),retailer,0.22233235552620495,0.0,0.00560485754320411,0.00045982696148504494
736,PUBLIX PHARMACY #1138 (UT),retailer,0.22218360952425298,0.0,0.00560485754320411,0.0004582112370288833
737,WALMART PHARMACY #6131 (NY),retailer,0.22216053807590896,0.0,0.00560485754320411,0.0004579606279177858
738,COMMUNITY PHARMACY #4262 (UT),retailer,0.22215336452108542,0.0,0.00560485754320411,0.00045788270657661395
739,WINN-DIXIE PHARMACY #3973 (FL),retailer,0.22212592219579172,0.0,0.00560485754320411,0.000457584619666518
740,KROGER PHARMACY #5033 (AZ),retailer,0.22212521873632318,0.0,0.00560485754320411,0.0004575769784751426
741,CVS PHARMACY #4817 (OR),retailer,0.2221222189669342,0.0,0.00560485754320411,0.00045754439406479896
742,WALGREENS #6138 (AZ),retailer,0.22212172206423683,0.0,0.00560485754320411,0.00045753899655609303
743,SUNRISE PHARMACY #4122 (WI),retailer,0.22212066158377536,0.0,0.00560485754320411,0.0004575274772937639
744,GOOD NEIGHBOR PHARMACY #2480 (HI),retailer,0.22212041409695807,0.0,0.00560485754320411,0.0004575247890164456
745,FAMILY CARE PHARMACY #6080 (ME),retailer,0.22211683179274852,0.0,0.00560485754320411,0.00045748587693514694
746,KROGER PHARMACY #5920 (CA),retailer,0.22211569096464182,0.0,0.00560485754320411,0.000457473484912181
747,GOOD NEIGHBOR PHARMACY #7819 (OK),retailer,0.22211391433500344,0.0,0.00560485754320411,0.00045745418661899287
748,CVS PHARMACY #1208 (WA),retailer,0.22211288374945753,0.0,0.00560485754320411,0.00045744299208435777
749,WALGREENS #1058 (AR),retailer,0.2221084901210682,0.0,0.00560485754320411,0.0004573952671522804
750,KROGER PHARMACY #1750 (WI),retailer,0.22210785612530287,0.0,0.00560485754320411,0.00045738838049684294
751,WALMART PHARMACY #1742 (IL),retailer,0.22210777305446316,0.0,0.00560485754320411,0.0004573874781560367
752,CORNER DRUG STORE #6675 (OR),retailer,0.22210598193318232,0.0,0.00560485754320411,0.00045736802245020634
753,FAMILY CARE PHARMACY #3292 (VT),retailer,0.22210362595572658,0.0,0.00560485754320411,0.0004573424311042645
754,MEDICO PHARMACY #9379 (CA),retailer,0.2221012065807563,0.0,0.00560485754320411,0.00045731615111517705
755,HARRIS TEETER PHARMACY #1449 (UT),retailer,0.2221011837496997,0.0,0.00560485754320411,0.00045731590311727456
756,COMMUNITY PHARMACY #1920 (TX),retailer,0.22210112693004178,0.0,0.00560485754320411,0.0004573152859248142
757,COMMUNITY PHARMACY #7274 (OK),retailer,0.2221001658051006,0.0,0.00560485754320411,0.0004573048458924605
758,WALMART PHARMACY #1726 (ME),retailer,0.22209958068278074,0.0,0.00560485754320411,0.0004572984901152989
759,HEALTH MART PHARMACY #2922 (NE),retailer,0.22209886438107534,0.0,0.00560485754320411,0.00045729070942762863
760,FAMILY CARE PHARMACY #5444 (OK),retailer,0.2220974109437902,0.0,0.00560485754320411,0.00045727492174838863
761,CVS PHARMACY #7396 (AZ),retailer,0.2220954940302767,0.0,0.00560485754320411,0.0004572540996489472
762,PEOPLES PHARMACY #4568 (ND),retailer,0.22209284902291815,0.0,0.00560485754320411,0.00045722536877201706
763,RITE AID #6500 (SC),retailer,0.22209266137656278,0.0,0.00560485754320411,0.0004572233305000535
764,GOOD NEIGHBOR PHARMACY #2698 (ME),retailer,0.22209061998842053,0.0,0.00560485754320411,0.00045720115631921724
765,KROGER PHARMACY #6424 (SC),retailer,0.22209049222342786,0.0,0.00560485754320411,0.0004571997684968853
766,FAMILY CARE PHARMACY #7367 (NY),retailer,0.22208953714783947,0.0,0.00560485754320411,0.0004571893941744469
767,GOOD NEIGHBOR PHARMACY #7779 (IA),retailer,0.2220884113168671,0.0,0.00560485754320411,0.00045717716505493003
768,WALMART PHARMACY #9446 (MN),retailer,0.22208735577095406,0.0,0.00560485754320411,0.0004571656993931716
769,WALGREENS #2217 (NV),retailer,0.22208711394230313,0.0,0.00560485754320411,0.00045716307257658213
770,GOOD NEIGHBOR PHARMACY #6383 (IL),retailer,0.2220869098578308,0.0,0.00560485754320411,0.0004571608557487768
771,GOOD NEIGHBOR PHARMACY #7878 (OR),retailer,0.22208491638999384,0.0,0.00560485754320411,0.00045713920209291745
772,KROGER PHARMACY #9225 (OK),retailer,0.2220848622743891,0.0,0.00560485754320411,0.0004571386142727078
773,CORNER DRUG STORE #7022 (IA),retailer,0.2220848281509457,0.0,0.00560485754320411,0.00045713824361345466
774,RITE AID #2527 (IA),retailer,0.22208300321148433,0.0,0.00560485754320411,0.00045711842056422907
775,MEDICO PHARMACY #5923 (NE),retailer,0.22207980023432877,0.0,0.00560485754320411,0.0004570836288491251
776,RITE AID #4082 (NE),retailer,0.22207967412019775,0.0,0.00560485754320411,0.0004570822589589561
