entity,type,in_volume,out_volume,in_degree,out_degree,total_transactions,betweenness_centrality,pagerank,composite_risk
KROGER PHARMACY #5581 (NJ),retailer,7676.0,0.0,14,0,26,0.0,0.0004612773177436867,0.21060441331876872
GOOD NEIGHBOR PHARMACY #5599 (OK),retailer,7744.0,0.0,14,0,19,0.0,0.0004612346235110362,0.21059394074373852
WALMART PHARMACY #6298 (OK),retailer,7597.0,0.0,14,0,25,0.0,0.000461225485868062,0.21059169934845617
WINN-DIXIE PHARMACY #9056 (CA),retailer,7349.0,0.0,14,0,15,0.0,0.0004611330908167888,0.21056903553541148
COMMUNITY PHARMACY #1287 (NE),retailer,7022.0,0.0,14,0,23,0.0,0.0004610935114227332,0.21055932700692495
PUBLIX PHARMACY #4056 (DE),retailer,7700.0,0.0,14,0,18,0.0,0.000461076673224845,0.21055519672328218
COMMUNITY PHARMACY #9332 (IL),retailer,7018.0,0.0,14,0,22,0.0,0.00046106880000300365,0.2105532654810196
PUBLIX PHARMACY #8281 (UT),retailer,6728.0,0.0,14,0,18,0.0,0.00046098283010422703,0.21053217770968882
VILLAGE PHARMACY #8894 (WI),retailer,6487.0,0.0,14,0,23,0.0,0.0004609708564324833,0.21052924065782166
COMMUNITY PHARMACY #7725 (ME),retailer,7071.0,0.0,14,0,22,0.0,0.0004609628182162927,0.2105272689436828
QUALITY CARE PHARMACY #2679 (MT),retailer,6115.0,0.0,14,0,18,0.0,0.0004607327097008119,0.21047082505082287
SUNRISE PHARMACY #8943 (KS),retailer,5532.0,0.0,14,0,17,0.0,0.00046059976651851995,0.21043821508538085
PUBLIX PHARMACY #3067 (WI),retailer,3670.0,0.0,14,0,18,0.0,0.000460061056042787,0.21030607344641866
MEDICO PHARMACY #1407 (IL),retailer,92613.0,0.0,13,0,24,0.0,0.0004870382758471841,0.20192338311567984
SUNRISE PHARMACY #9264 (RI),retailer,79501.0,0.0,13,0,18,0.0,0.00048294240578970103,0.2009186969126957
WALGREENS #6088 (NV),retailer,59558.0,0.0,13,0,20,0.0,0.00047746487827883305,0.19957510049986985
VILLAGE PHARMACY #2073 (WI),retailer,58613.0,0.0,13,0,28,0.0,0.00047709596221040887,0.19948460815543434
SUNRISE PHARMACY #6615 (LA),retailer,39948.0,0.0,13,0,41,0.0,0.000471282695767334,0.19805865750083348
GOOD NEIGHBOR PHARMACY #8844 (OK),retailer,38170.0,0.0,13,0,29,0.0,0.000470962871078216,0.1979802069035194
MAIN STREET PHARMACY #4656 (ME),retailer,38777.0,0.0,13,0,17,0.0,0.0004708132438667694,0.19794350447086853
HARRIS TEETER PHARMACY #6773 (OK),retailer,33649.0,0.0,13,0,25,0.0,0.0004697753701387015,0.1976889218302097
MAIN STREET PHARMACY #3220 (NV),retailer,34144.0,0.0,13,0,21,0.0,0.0004694578939472244,0.19761104730175139
HARRIS TEETER PHARMACY #2399 (ID),retailer,34359.0,0.0,13,0,16,0.0,0.0004694444378192657,0.19760774661449423
PEOPLES PHARMACY #9606 (WI),retailer,32957.0,0.0,13,0,24,0.0,0.00046937343808036385,0.19759033091109324
HOMETOWN PHARMACY #8558 (MA),retailer,34564.0,0.0,13,0,20,0.0,0.00046935776021991046,0.1975864852495198
CORNER DRUG STORE #3031 (NE),retailer,32839.0,0.0,13,0,19,0.0,0.00046895318583928795,0.19748724618856628
KROGER PHARMACY #2808 (ND),retailer,32394.0,0.0,13,0,21,0.0,0.00046893537302642,0.1974828768391793
HARRIS TEETER PHARMACY #4342 (ME),retailer,31664.0,0.0,13,0,21,0.0,0.00046885457640505747,0.19746305803399472
HOMETOWN PHARMACY #4303 (KS),retailer,30843.0,0.0,13,0,19,0.0,0.00046851309811820203,0.19737929597157391
WALGREENS #7353 (OK),retailer,27918.0,0.0,13,0,22,0.0,0.0004684625827347877,0.1973669049269259
CVS PHARMACY #7228 (FL),retailer,29306.0,0.0,13,0,16,0.0,0.00046795447007894726,0.19724226870367662
SUNRISE PHARMACY #5914 (NJ),retailer,29341.0,0.0,13,0,21,0.0,0.0004679240894570168,0.19723481656499467
FAMILY CARE PHARMACY #7468 (NE),retailer,26404.0,0.0,13,0,20,0.0,0.00046789086128146747,0.1972266659427688
COMMUNITY PHARMACY #3558 (DE),retailer,27551.0,0.0,13,0,16,0.0,0.000467525458524544,0.1971370353872919
PEOPLES PHARMACY #5739 (CO),retailer,27933.0,0.0,13,0,20,0.0,0.00046744710140544563,0.1971178149737146
MAIN STREET PHARMACY #4193 (KS),retailer,26926.0,0.0,13,0,17,0.0,0.0004672771514908957,0.19707612753442813
QUALITY CARE PHARMACY #4119 (IL),retailer,27250.0,0.0,13,0,19,0.0,0.00046724184054480235,0.19706746602421016
PUBLIX PHARMACY #3391 (SD),retailer,25407.0,0.0,13,0,15,0.0,0.0004667872843256952,0.19695596679317787
CVS PHARMACY #8436 (AZ),retailer,23739.0,0.0,13,0,17,0.0,0.00046677095557567065,0.1969519614732748
GOOD NEIGHBOR PHARMACY #6839 (WI),retailer,24969.0,0.0,13,0,21,0.0,0.00046643544067336045,0.19686966218435306
FAMILY CARE PHARMACY #5079 (SC),retailer,24626.0,0.0,13,0,14,0.0,0.00046632181271195547,0.19684179009771588
HEALTH MART PHARMACY #2396 (NY),retailer,16616.0,0.0,13,0,16,0.0,0.0004639616497020503,0.19626285981438987
MAIN STREET PHARMACY #3156 (NE),retailer,15283.0,0.0,13,0,19,0.0,0.00046368837940751644,0.19619582866087415
WALGREENS #4047 (WI),retailer,15201.0,0.0,13,0,20,0.0,0.00046352584181993896,0.19615595940979597
WALMART PHARMACY #8242 (NJ),retailer,14927.0,0.0,13,0,17,0.0,0.00046351011655192397,0.19615210211950326
WALGREENS #9921 (CT),retailer,13452.0,0.0,13,0,18,0.0,0.00046318849533674695,0.19607321084782217
HARRIS TEETER PHARMACY #2619 (RI),retailer,12717.0,0.0,13,0,17,0.0,0.00046304573212652145,0.19603819210318568
HOMETOWN PHARMACY #6271 (AR),retailer,12845.0,0.0,13,0,21,0.0,0.0004630101547345065,0.19602946523578169
MEDICO PHARMACY #8860 (ND),retailer,12490.0,0.0,13,0,26,0.0,0.0004627579295203887,0.19596759628263807
GOOD NEIGHBOR PHARMACY #6051 (NJ),retailer,11995.0,0.0,13,0,26,0.0,0.00046275011009784555,0.1959656782369398
CORNER DRUG STORE #1602 (ND),retailer,11842.0,0.0,13,0,21,0.0,0.0004625478546781735,0.19591606649956253
WALMART PHARMACY #7041 (OK),retailer,11761.0,0.0,13,0,19,0.0,0.0004624883275128669,0.19590146493241148
KROGER PHARMACY #7794 (MA),retailer,10868.0,0.0,13,0,13,0.0,0.00046232940773764555,0.19586248310356794
FAMILY CARE PHARMACY #3626 (OK),retailer,10934.0,0.0,13,0,21,0.0,0.00046220997813736255,0.19583318791843063
HEALTH MART PHARMACY #8078 (NY),retailer,10718.0,0.0,13,0,19,0.0,0.0004622034174298454,0.19583157862608694
VILLAGE PHARMACY #9084 (ME),retailer,10294.0,0.0,13,0,20,0.0,0.00046200083583232003,0.19578188687972883
WINN-DIXIE PHARMACY #2552 (RI),retailer,9517.0,0.0,13,0,24,0.0,0.0004618614845728753,0.19574770506102665
RITE AID #7142 (NJ),retailer,9814.0,0.0,13,0,30,0.0,0.0004618038600034659,0.19573357018637827
SUNRISE PHARMACY #3504 (AR),retailer,9554.0,0.0,13,0,23,0.0,0.00046177456868529214,0.19572638524573724
HEALTH MART PHARMACY #9020 (AL),retailer,8917.0,0.0,13,0,19,0.0,0.00046164246498501686,0.19569398119893716
GOOD NEIGHBOR PHARMACY #5849 (IL),retailer,8830.0,0.0,13,0,22,0.0,0.0004615412044297952,0.19566914274427188
HARRIS TEETER PHARMACY #9496 (ND),retailer,8573.0,0.0,13,0,24,0.0,0.0004615285786373787,0.1956660457320951
RITE AID #3370 (AR),retailer,8548.0,0.0,13,0,21,0.0,0.0004615245227103844,0.1956650508436259
MAIN STREET PHARMACY #2347 (OK),retailer,7875.0,0.0,13,0,15,0.0,0.0004614264896864519,0.19564100407817692
SUNRISE PHARMACY #1038 (NJ),retailer,9128.0,0.0,13,0,22,0.0,0.00046139021520749695,0.19563210622057522
VILLAGE PHARMACY #2656 (ME),retailer,8130.0,0.0,13,0,18,0.0,0.00046138113264073294,0.19562987833507411
MEDICO PHARMACY #2500 (UT),retailer,7719.0,0.0,13,0,16,0.0,0.00046134801387909697,0.19562175455126052
WINN-DIXIE PHARMACY #8056 (ND),retailer,7566.0,0.0,13,0,15,0.0,0.0004613379485656132,0.1956192856053604
HEALTH MART PHARMACY #2275 (DE),retailer,7817.0,0.0,13,0,18,0.0,0.00046127233918379177,0.19560319211611948
QUALITY CARE PHARMACY #4531 (MD),retailer,7307.0,0.0,13,0,15,0.0,0.0004612080660883326,0.19558742640790008
PUBLIX PHARMACY #5378 (OR),retailer,7006.0,0.0,13,0,18,0.0,0.0004610555261146728,0.19555000949652626
WINN-DIXIE PHARMACY #6542 (IL),retailer,7040.0,0.0,13,0,20,0.0,0.00046105506859899447,0.19554989727136207
CORNER DRUG STORE #4855 (RI),retailer,6935.0,0.0,13,0,15,0.0,0.00046099461390525925,0.19553506818844466
PEOPLES PHARMACY #5221 (KS),retailer,6879.0,0.0,13,0,15,0.0,0.0004609864262032899,0.19553305980656552
WINN-DIXIE PHARMACY #3694 (FL),retailer,6896.0,0.0,13,0,21,0.0,0.0004609732208314809,0.19552982062791102
PEOPLES PHARMACY #4969 (CA),retailer,6859.0,0.0,13,0,21,0.0,0.0004609708834989983,0.1955292472977848
PEOPLES PHARMACY #6730 (CT),retailer,7059.0,0.0,13,0,23,0.0,0.0004609624808167144,0.195527186182847
PEOPLES PHARMACY #9540 (HI),retailer,6648.0,0.0,13,0,17,0.0,0.00046094940228175163,0.19552397811631952
RITE AID #8476 (SD),retailer,6720.0,0.0,13,0,19,0.0,0.0004609258871673041,0.19551821003512665
MAIN STREET PHARMACY #8869 (AL),retailer,6686.0,0.0,13,0,16,0.0,0.00046089893397899094,0.19551159862020268
WALGREENS #8041 (NY),retailer,6646.0,0.0,13,0,16,0.0,0.00046086383988433466,0.19550299030201568
HARRIS TEETER PHARMACY #5365 (FL),retailer,5868.0,0.0,13,0,16,0.0,0.00046067543852133184,0.1954567768608235
CORNER DRUG STORE #6277 (AR),retailer,5419.0,0.0,13,0,14,0.0,0.000460513885382788,0.19541714908770916
KROGER PHARMACY #5241 (NH),retailer,5091.0,0.0,13,0,14,0.0,0.00046045319467152103,0.1954022621114615
MEDICO PHARMACY #2001 (NE),retailer,4642.0,0.0,13,0,18,0.0,0.0004602905293461217,0.19536236152725375
RITE AID #5094 (NE),retailer,4507.0,0.0,13,0,19,0.0,0.0004602787791668739,0.19535947929641947
GOOD NEIGHBOR PHARMACY #5698 (NY),retailer,4481.0,0.0,13,0,19,0.0,0.0004602499724385933,0.19535241322204444
FAMILY CARE PHARMACY #2392 (OK),retailer,4066.0,0.0,13,0,15,0.0,0.00046009787918158005,0.1953151058869133
WINN-DIXIE PHARMACY #4022 (ND),retailer,3720.0,0.0,13,0,16,0.0,0.000459964102978554,0.1952822915877335
GOOD NEIGHBOR PHARMACY #6434 (CT),retailer,2959.0,0.0,13,0,17,0.0,0.0004597367776324128,0.19522653038543672
CVS PHARMACY #7422 (NE),retailer,81415.0,0.0,12,0,16,0.0,0.00048401495489493537,0.18618178516403197
KROGER PHARMACY #3779 (SC),retailer,51171.0,0.0,12,0,15,0.0,0.0004764357379332046,0.18432266009316645
QUALITY CARE PHARMACY #6849 (ID),retailer,49164.0,0.0,12,0,19,0.0,0.00047487226980212226,0.18393915308780284
GOOD NEIGHBOR PHARMACY #3769 (AL),retailer,48683.0,0.0,12,0,21,0.0,0.0004743601227061232,0.183813527246644
KROGER PHARMACY #9348 (RI),retailer,45119.0,0.0,12,0,16,0.0,0.00047405487350142425,0.18373865190633074
KROGER PHARMACY #9531 (NJ),retailer,44637.0,0.0,12,0,14,0.0,0.0004739983853706854,0.18372479579156412
QUALITY CARE PHARMACY #5658 (KS),retailer,47096.0,0.0,12,0,19,0.0,0.0004737506636449712,0.18366403151034633
WALMART PHARMACY #9460 (CT),retailer,44940.0,0.0,12,0,20,0.0,0.0004726137847663117,0.1833851636488607
WINN-DIXIE PHARMACY #6356 (UT),retailer,42194.0,0.0,12,0,15,0.0,0.0004725536180116439,0.18337040519523673
HARRIS TEETER PHARMACY #9689 (OK),retailer,50971.0,0.0,12,0,20,0.0,0.00047249481517610165,0.18335598130074388
HOMETOWN PHARMACY #9630 (AL),retailer,37118.0,0.0,12,0,20,0.0,0.0004704550262897914,0.18285563638688798
CVS PHARMACY #6414 (OK),retailer,36301.0,0.0,12,0,18,0.0,0.0004701549735972668,0.18278203571203333
WALGREENS #3121 (SC),retailer,34086.0,0.0,12,0,21,0.0,0.00046946878611918067,0.18261371907058274
HOMETOWN PHARMACY #5274 (NY),retailer,33407.0,0.0,12,0,22,0.0,0.0004694517195907261,0.1826095327791647
MEDICO PHARMACY #4635 (MT),retailer,31632.0,0.0,12,0,16,0.0,0.0004687932526376222,0.18244801577456737
GOOD NEIGHBOR PHARMACY #4363 (OK),retailer,28632.0,0.0,12,0,18,0.0,0.0004685713697398557,0.18239358956403443
FAMILY CARE PHARMACY #3097 (SC),retailer,28844.0,0.0,12,0,22,0.0,0.00046856212507953256,0.1823913219181991
HEALTH MART PHARMACY #7354 (RI),retailer,28111.0,0.0,12,0,15,0.0,0.0004680263064220146,0.18225988962055423
GOOD NEIGHBOR PHARMACY #6942 (ME),retailer,26393.0,0.0,12,0,17,0.0,0.0004678414851396761,0.1822145543462957
WINN-DIXIE PHARMACY #9341 (ND),retailer,27504.0,0.0,12,0,21,0.0,0.00046737023410062847,0.18209896000115575
VILLAGE PHARMACY #4526 (UT),retailer,27966.0,0.0,12,0,17,0.0,0.00046733726121222526,0.182090871998952
WALGREENS #3078 (MA),retailer,27436.0,0.0,12,0,19,0.0,0.00046723850188904766,0.18206664707774597
QUALITY CARE PHARMACY #7081 (NJ),retailer,26978.0,0.0,12,0,18,0.0,0.0004672357866794398,0.1820659810571953
RITE AID #5521 (NE),retailer,26173.0,0.0,12,0,14,0.0,0.000466946726899517,0.18199507686134672
HARRIS TEETER PHARMACY #6283 (CA),retailer,24834.0,0.0,12,0,20,0.0,0.0004666879755665885,0.1819316071002096
HARRIS TEETER PHARMACY #6458 (CO),retailer,25034.0,0.0,12,0,15,0.0,0.0004666208236300173,0.1819151352338589
KROGER PHARMACY #8420 (MT),retailer,24475.0,0.0,12,0,15,0.0,0.0004665278705133355,0.1818923345315554
CORNER DRUG STORE #2632 (NV),retailer,23779.0,0.0,12,0,18,0.0,0.0004661649228047097,0.1818033061810112
HEALTH MART PHARMACY #6840 (FL),retailer,27613.0,0.0,12,0,17,0.0,0.0004658437793478259,0.1817245320998559
WINN-DIXIE PHARMACY #1109 (AL),retailer,18865.0,0.0,12,0,18,0.0,0.00046471734805244766,0.1814482269521844
QUALITY CARE PHARMACY #6470 (OK),retailer,18630.0,0.0,12,0,18,0.0,0.0004646295447751376,0.1814266894668511
MAIN STREET PHARMACY #1443 (ME),retailer,17244.0,0.0,12,0,17,0.0,0.00046433172404435004,0.18135363627546913
FAMILY CARE PHARMACY #1327 (ND),retailer,15000.0,0.0,12,0,16,0.0,0.00046385749998599133,0.18123731267099208
MEDICO PHARMACY #6633 (ID),retailer,14382.0,0.0,12,0,22,0.0,0.00046341471830080945,0.18112870164481376
FAMILY CARE PHARMACY #6668 (KS),retailer,14304.0,0.0,12,0,17,0.0,0.00046329049703973147,0.18109823110122453
RITE AID #3474 (IL),retailer,12858.0,0.0,12,0,22,0.0,0.0004630019921460909,0.18102746301481892
GOOD NEIGHBOR PHARMACY #6888 (ME),retailer,13265.0,0.0,12,0,18,0.0,0.00046268849175052946,0.18095056371927726
MEDICO PHARMACY #7491 (NJ),retailer,11242.0,0.0,12,0,19,0.0,0.00046247632355642576,0.1808985204526852
HOMETOWN PHARMACY #2658 (AL),retailer,11264.0,0.0,12,0,18,0.0,0.00046232058784299754,0.18086031965031663
CORNER DRUG STORE #6921 (NE),retailer,11618.0,0.0,12,0,17,0.0,0.0004622731392207748,0.18084868085918587
SUNRISE PHARMACY #1914 (OR),retailer,10674.0,0.0,12,0,15,0.0,0.00046221636053891946,0.18083475347440972
FAMILY CARE PHARMACY #4281 (RI),retailer,10708.0,0.0,12,0,15,0.0,0.0004621974794346935,0.18083012208116564
PEOPLES PHARMACY #6646 (CA),retailer,10438.0,0.0,12,0,14,0.0,0.000462179778669742,0.18082578021629211
HARRIS TEETER PHARMACY #4789 (NJ),retailer,10630.0,0.0,12,0,20,0.0,0.0004621620945084687,0.18082144242417633
CORNER DRUG STORE #7541 (NE),retailer,11174.0,0.0,12,0,14,0.0,0.0004620762578655532,0.18080038733950876
HOMETOWN PHARMACY #6092 (RI),retailer,9858.0,0.0,12,0,19,0.0,0.0004619996746725596,0.1807816020566992
HEALTH MART PHARMACY #9760 (RI),retailer,10012.0,0.0,12,0,16,0.0,0.00046195439245431773,0.18077049466821524
VILLAGE PHARMACY #8147 (ME),retailer,10879.0,0.0,12,0,19,0.0,0.0004619257833824971,0.18076347707748727
MEDICO PHARMACY #4332 (ID),retailer,9855.0,0.0,12,0,17,0.0,0.00046186199294541614,0.18074782976174775
VILLAGE PHARMACY #1306 (NJ),retailer,9738.0,0.0,12,0,24,0.0,0.00046184886877548016,0.1807446105013036
HEALTH MART PHARMACY #9073 (NY),retailer,9314.0,0.0,12,0,19,0.0,0.00046180635209794226,0.18073418147921075
KROGER PHARMACY #7113 (RI),retailer,9638.0,0.0,12,0,18,0.0,0.0004617516646845631,0.1807207670669057
GOOD NEIGHBOR PHARMACY #5417 (HI),retailer,9343.0,0.0,12,0,16,0.0,0.00046172768097801426,0.18071488404358518
CORNER DRUG STORE #7024 (MA),retailer,8862.0,0.0,12,0,14,0.0,0.0004616365450339228,0.1806925290800879
PUBLIX PHARMACY #2532 (AZ),retailer,8439.0,0.0,12,0,13,0.0,0.0004616217385706012,0.18068889716569475
HOMETOWN PHARMACY #4278 (NY),retailer,8536.0,0.0,12,0,14,0.0,0.00046155980591436514,0.18067370554966172
VILLAGE PHARMACY #6301 (WI),retailer,8252.0,0.0,12,0,17,0.0,0.0004615056558875591,0.18066042295425225
HEALTH MART PHARMACY #1579 (AR),retailer,8414.0,0.0,12,0,18,0.0,0.00046143488994538164,0.1806430645994341
HOMETOWN PHARMACY #9066 (SC),retailer,8296.0,0.0,12,0,14,0.0,0.0004614018160407016,0.18063495181869532
FAMILY CARE PHARMACY #8944 (CA),retailer,8001.0,0.0,12,0,18,0.0,0.0004613758806564431,0.18062859006347168
HEALTH MART PHARMACY #9121 (MD),retailer,7992.0,0.0,12,0,15,0.0,0.00046130173472117003,0.18061040262169967
QUALITY CARE PHARMACY #4508 (MS),retailer,7383.0,0.0,12,0,13,0.0,0.00046125150644961535,0.18059808200343724
VILLAGE PHARMACY #1737 (NV),retailer,7656.0,0.0,12,0,17,0.0,0.0004612205838135424,0.18059049691275164
PEOPLES PHARMACY #1608 (RI),retailer,7498.0,0.0,12,0,19,0.0,0.00046120757415435545,0.18058730574093534
CVS PHARMACY #9124 (OR),retailer,7543.0,0.0,12,0,17,0.0,0.000461199340632469,0.18058528611977423
MAIN STREET PHARMACY #1430 (ND),retailer,7244.0,0.0,12,0,16,0.0,0.0004611627225295129,0.1805763039737825
CVS PHARMACY #5216 (AK),retailer,7080.0,0.0,12,0,14,0.0,0.0004611625931489671,0.1805762722377051
PEOPLES PHARMACY #7922 (SC),retailer,7576.0,0.0,12,0,17,0.0,0.0004611545288082212,0.18057429411540876
HOMETOWN PHARMACY #7541 (SC),retailer,7286.0,0.0,12,0,15,0.0,0.0004611450911898749,0.18057197913841766
WALGREENS #5490 (WA),retailer,7624.0,0.0,12,0,16,0.0,0.00046108696475109676,0.18055772115897753
MEDICO PHARMACY #9170 (VT),retailer,8081.0,0.0,12,0,17,0.0,0.00046107363823492974,0.18055445226452072
MAIN STREET PHARMACY #3283 (NV),retailer,7220.0,0.0,12,0,15,0.0,0.0004610708315007878,0.18055376379368832
HOMETOWN PHARMACY #5198 (UT),retailer,7979.0,0.0,12,0,15,0.0,0.00046106611858822246,0.18055260775158644
HARRIS TEETER PHARMACY #4867 (AZ),retailer,7016.0,0.0,12,0,16,0.0,0.0004610638039011644,0.180552039976213
HARRIS TEETER PHARMACY #8735 (WI),retailer,7385.0,0.0,12,0,18,0.0,0.00046104815931260313,0.18054820247598513
MEDICO PHARMACY #9648 (MA),retailer,6532.0,0.0,12,0,18,0.0,0.00046089726714225096,0.18051118975840288
WALGREENS #6172 (CT),retailer,6636.0,0.0,12,0,22,0.0,0.0004608880403524407,0.1805089264960703
QUALITY CARE PHARMACY #5230 (NM),retailer,6445.0,0.0,12,0,16,0.0,0.0004608595584025989,0.18050194008741025
CORNER DRUG STORE #6667 (AL),retailer,6399.0,0.0,12,0,16,0.0,0.00046083424848284647,0.1804957317539385
QUALITY CARE PHARMACY #2379 (SD),retailer,6260.0,0.0,12,0,18,0.0,0.00046081140532192537,0.18049012849790547
PEOPLES PHARMACY #8504 (ND),retailer,6347.0,0.0,12,0,19,0.0,0.00046078714441512145,0.1804841774794416
CVS PHARMACY #5032 (RI),retailer,6048.0,0.0,12,0,14,0.0,0.00046073869723295055,0.1804722937490455
WALMART PHARMACY #2043 (NH),retailer,6293.0,0.0,12,0,15,0.0,0.0004607261392138668,0.18046921336115887
MAIN STREET PHARMACY #5515 (NV),retailer,6093.0,0.0,12,0,17,0.0,0.0004607140895632863,0.18046625767225294
PEOPLES PHARMACY #1405 (NE),retailer,5809.0,0.0,12,0,21,0.0,0.0004607047252351756,0.18046396067280693
MEDICO PHARMACY #6577 (CA),retailer,6119.0,0.0,12,0,14,0.0,0.0004606804439432581,0.18045800465402756
WINN-DIXIE PHARMACY #4645 (CA),retailer,5734.0,0.0,12,0,15,0.0,0.00046063324374810786,0.1804464268001943
CVS PHARMACY #7762 (OK),retailer,5564.0,0.0,12,0,23,0.0,0.00046059641438010366,0.18043739283247093
WINN-DIXIE PHARMACY #5659 (AR),retailer,5519.0,0.0,12,0,16,0.0,0.0004605866500823202,0.18043499772346425
MAIN STREET PHARMACY #8987 (ME),retailer,5688.0,0.0,12,0,17,0.0,0.00046058283887615535,0.18043406286317892
KROGER PHARMACY #2176 (NV),retailer,5507.0,0.0,12,0,19,0.0,0.0004605448070582136,0.18042473394350517
WALGREENS #7193 (FL),retailer,5407.0,0.0,12,0,15,0.0,0.00046052917120416954,0.18042089858578886
CVS PHARMACY #7974 (MT),retailer,5144.0,0.0,12,0,13,0.0,0.00046050826114568016,0.18041576950528262
COMMUNITY PHARMACY #6388 (ME),retailer,5180.0,0.0,12,0,15,0.0,0.0004604986579056845,0.18041341390254323
HEALTH MART PHARMACY #3284 (CT),retailer,4893.0,0.0,12,0,18,0.0,0.00046045123866741646,0.18040178231907616
HARRIS TEETER PHARMACY #7186 (SC),retailer,5118.0,0.0,12,0,14,0.0,0.000460413589800339,0.18039254733437698
KROGER PHARMACY #5490 (AR),retailer,4969.0,0.0,12,0,15,0.0,0.0004603581497435242,0.18037894830428255
CORNER DRUG STORE #3522 (WI),retailer,4725.0,0.0,12,0,20,0.0,0.00046033713957753704,0.180373794668158
HOMETOWN PHARMACY #4702 (OK),retailer,4504.0,0.0,12,0,18,0.0,0.0004602594792727197,0.1803547451778972
HEALTH MART PHARMACY #7699 (NY),retailer,4257.0,0.0,12,0,17,0.0,0.0004601706976700821,0.18033296771669924
WALMART PHARMACY #4015 (SC),retailer,4298.0,0.0,12,0,12,0.0,0.0004601690415420194,0.18033256148090768
FAMILY CARE PHARMACY #2827 (CO),retailer,4239.0,0.0,12,0,15,0.0,0.0004601681141277718,0.18033233399314905
GOOD NEIGHBOR PHARMACY #7534 (MS),retailer,3607.0,0.0,12,0,13,0.0,0.0004599608425159874,0.18028149182147182
HOMETOWN PHARMACY #1915 (DE),retailer,3497.0,0.0,12,0,14,0.0,0.0004599133483026241,0.18026984184717626
SUNRISE PHARMACY #3130 (NJ),retailer,3441.0,0.0,12,0,17,0.0,0.0004598847821279521,0.1802628347787971
HEALTH MART PHARMACY #5158 (AL),retailer,68504.0,0.0,11,0,20,0.0,0.0004796769820077575,0.17011771295362765
SUNRISE PHARMACY #6128 (IL),retailer,59961.0,0.0,11,0,19,0.0,0.00047781105226362065,0.1696600143832721
PEOPLES PHARMACY #8235 (MT),retailer,43105.0,0.0,11,0,14,0.0,0.0004729878091028908,0.16847690901390877
MAIN STREET PHARMACY #6380 (KS),retailer,33744.0,0.0,11,0,21,0.0,0.00046969747126846716,0.16766981382314153
PEOPLES PHARMACY #6853 (ND),retailer,29172.0,0.0,11,0,19,0.0,0.00046857442847671865,0.16739433984999408
MEDICO PHARMACY #7114 (NJ),retailer,28293.0,0.0,11,0,15,0.0,0.0004682655756182818,0.16731858056044904
FAMILY CARE PHARMACY #2655 (IL),retailer,29544.0,0.0,11,0,24,0.0,0.00046797806550359015,0.167248056485858
MEDICO PHARMACY #2821 (FL),retailer,28344.0,0.0,11,0,15,0.0,0.0004679717453312788,0.1672465061949961
CVS PHARMACY #8273 (OR),retailer,27993.0,0.0,11,0,14,0.0,0.00046761988154906504,0.16716019664846296
GOOD NEIGHBOR PHARMACY #7171 (MA),retailer,28427.0,0.0,11,0,13,0.0,0.00046761978783594206,0.1671601736613368
KROGER PHARMACY #6996 (NM),retailer,27372.0,0.0,11,0,16,0.0,0.00046737155220718016,0.16709928332355609
RITE AID #8888 (NY),retailer,26886.0,0.0,11,0,15,0.0,0.0004672837349500967,0.1670777424090892
HARRIS TEETER PHARMACY #2468 (MN),retailer,27585.0,0.0,11,0,12,0.0,0.0004670210645448147,0.16701331132889982
QUALITY CARE PHARMACY #3409 (ND),retailer,25947.0,0.0,11,0,15,0.0,0.00046692566642441796,0.16698991088552437
KROGER PHARMACY #6212 (UT),retailer,26667.0,0.0,11,0,12,0.0,0.00046690238478181687,0.16698420007322423
GOOD NEIGHBOR PHARMACY #2150 (CA),retailer,25992.0,0.0,11,0,18,0.0,0.0004668514740068422,0.16697171204199215
WALMART PHARMACY #6837 (MN),retailer,22747.0,0.0,11,0,12,0.0,0.00046671642362357474,0.16693858519595645
CVS PHARMACY #6302 (ID),retailer,25326.0,0.0,11,0,16,0.0,0.0004665372400786868,0.16689463281640726
QUALITY CARE PHARMACY #8298 (CO),retailer,24542.0,0.0,11,0,15,0.0,0.00046651663264100923,0.16688957796651627
KROGER PHARMACY #4771 (NV),retailer,25044.0,0.0,11,0,14,0.0,0.00046648709237055095,0.1668823319597472
GOOD NEIGHBOR PHARMACY #6194 (NH),retailer,25295.0,0.0,11,0,12,0.0,0.00046641065649630225,0.16686358281312072
RITE AID #9980 (ME),retailer,25236.0,0.0,11,0,18,0.0,0.00046617471427297223,0.1668057079554826
MAIN STREET PHARMACY #2598 (NV),retailer,23210.0,0.0,11,0,14,0.0,0.0004659800652983708,0.16675796202202706
QUALITY CARE PHARMACY #2760 (MN),retailer,22994.0,0.0,11,0,11,0.0,0.00046583214543984393,0.16672167839024102
RITE AID #3893 (AZ),retailer,20851.0,0.0,11,0,19,0.0,0.0004656818168874604,0.1666848039239189
RITE AID #2280 (MD),retailer,26603.0,0.0,11,0,15,0.0,0.0004654549377791623,0.16662915218041793
WALGREENS #2585 (SD),retailer,20422.0,0.0,11,0,19,0.0,0.0004651010378841735,0.16654234319069347
MAIN STREET PHARMACY #4612 (MS),retailer,19367.0,0.0,11,0,13,0.0,0.00046498449858770166,0.16651375697540158
RITE AID #4103 (MS),retailer,17055.0,0.0,11,0,12,0.0,0.0004641665448616171,0.16631311906166327
