entity,node_type,recon_error,gnn_score,risk_score,enhanced_risk,rank
WALGREENS #9883 (AZ),retailer,0.0005310664,0.0008947719,0.2671582789510742,0.16065287612036458,567
WINN-DIXIE PHARMACY #7102 (TX),retailer,0.00026430335,0.0004397257,0.267436243058444,0.1606376361150002,568
CVS PHARMACY #2489 (WI),retailer,0.00027465736,0.00045738774,0.2674152639899707,0.16063211349779236,569
PEOPLES PHARMACY #8520 (NH),retailer,0.00025805435,0.00042906607,0.2674264231576519,0.1606274803323958,570
COMMUNITY PHARMACY #4056 (SD),retailer,0.0033777265,0.0057506235,0.2559026480742503,0.155841838257206,571
WINN-DIXIE PHARMACY #2934 (OK),retailer,0.0033768995,0.005749213,0.2550125962766731,0.15530724303001012,572
PUBLIX PHARMACY #2354 (NH),retailer,0.0027679796,0.004710513,0.2546660295474028,0.15468382299527497,573
WINN-DIXIE PHARMACY #8772 (WA),retailer,0.0025448336,0.0043298695,0.2546206593061979,0.15450434346302572,574
RITE AID #5573 (CA),retailer,0.0023248384,0.0039546,0.2544849116856024,0.1542727871120596,575
WALGREENS #5136 (FL),retailer,0.0016205815,0.0027532736,0.2537239404208557,0.15333567368609288,576
HOMETOWN PHARMACY #4813 (RI),retailer,0.0012441904,0.0021112238,0.2532969457578294,0.15282265694670796,577
GOOD NEIGHBOR PHARMACY #5914 (NH),retailer,0.0012402805,0.0021045539,0.2531603246714372,0.15273801634673465,578
PEOPLES PHARMACY #3029 (UT),retailer,0.002081571,0.003539632,0.252065194946259,0.1526549697742863,579
HEALTH MART PHARMACY #4112 (SC),retailer,0.00086241245,0.0014599845,0.252962437637375,0.15236145637728718,580
HOMETOWN PHARMACY #7232 (CT),retailer,0.0016149028,0.002743587,0.2520701654371513,0.15233953404471384,581
WALGREENS #1821 (AZ),retailer,0.00083048595,0.0014055242,0.2529615526884153,0.1523391413072298,582
WALGREENS #7523 (IL),retailer,0.0008115387,0.0013732032,0.252886325482366,0.15228107659645007,583
QUALITY CARE PHARMACY #7512 (HI),retailer,0.00078589405,0.0013294589,0.2528088428544223,0.1522170892729443,584
GOOD NEIGHBOR PHARMACY #4688 (UT),retailer,0.0007882514,0.0013334798,0.2527929449893844,0.15220915888980027,585
RITE AID #7640 (NH),retailer,0.00074573007,0.0012609465,0.2528411287900973,0.15220905591089165,586
HOMETOWN PHARMACY #6447 (ME),retailer,0.0013995713,0.002376274,0.2520783544926342,0.15219752231967057,587
WALMART PHARMACY #4366 (WA),retailer,0.0013767701,0.0023373787,0.2520793935415276,0.152182587597944,588
VILLAGE PHARMACY #5341 (SD),retailer,0.0007444058,0.0012586876,0.2527943234143772,0.15218006906973156,589
PUBLIX PHARMACY #5349 (CA),retailer,0.0013612395,0.0023108867,0.2520763717859957,0.1521701777817479,590
HEALTH MART PHARMACY #2978 (WI),retailer,0.0013359934,0.0022678222,0.252080475633344,0.1521554142314015,591
RITE AID #6632 (SD),retailer,0.0012924962,0.0021936244,0.2520857345860868,0.15212889050627762,592
MEDICO PHARMACY #2718 (WA),retailer,0.0012711165,0.0021571547,0.2520821245314983,0.1521121366441694,593
HEALTH MART PHARMACY #1944 (UT),retailer,0.0011366912,0.001927851,0.2520936688592798,0.15202734170424664,594
MEDICO PHARMACY #2622 (IL),retailer,0.0010491794,0.0017785719,0.2520941566716621,0.15196792276121984,595
WINN-DIXIE PHARMACY #9571 (WA),retailer,0.0010466477,0.0017742544,0.252094161179268,0.15196619844448409,596
WALGREENS #8729 (OK),retailer,0.0010131452,0.0017171053,0.2520995500320553,0.15194657215252425,597
VILLAGE PHARMACY #8109 (NH),retailer,0.0008342983,0.0014120268,0.2521078223308661,0.15182950416023586,598
CORNER DRUG STORE #1588 (HI),retailer,0.000824171,0.0013947522,0.2521035493746258,0.151820030496857,599
QUALITY CARE PHARMACY #5990 (WI),retailer,0.00081648177,0.0013816351,0.2521035512958415,0.15181478481103167,600
HARRIS TEETER PHARMACY #5914 (MA),retailer,0.00080662424,0.0013648202,0.2521000887513004,0.1518059813308808,601
WINN-DIXIE PHARMACY #4827 (OR),retailer,0.00078771793,0.0013325698,0.2521063647220776,0.1517968467569125,602
FAMILY CARE PHARMACY #6818 (WI),retailer,0.00036121294,0.0006050349,0.2525437897393818,0.15176828779352994,603
FAMILY CARE PHARMACY #8994 (HI),retailer,0.0002721617,0.0004531312,0.2526385186353674,0.151764363652741,604
PEOPLES PHARMACY #9561 (SD),retailer,0.00072366075,0.0012233013,0.2521211571967841,0.15176201486585605,605
MEDICO PHARMACY #1749 (NV),retailer,0.0006979396,0.0011794255,0.2521235873332294,0.1517459226103621,606
FAMILY CARE PHARMACY #6692 (MA),retailer,0.00029818364,0.0004975195,0.2525749308310791,0.15174396630035902,607
HOMETOWN PHARMACY #4362 (IL),retailer,0.00030394614,0.00050734833,0.2525631655907154,0.1517408386907338,608
GOOD NEIGHBOR PHARMACY #5708 (HI),retailer,0.0003022237,0.0005044102,0.2525517629099574,0.1517328218259494,609
CVS PHARMACY #8775 (MN),retailer,0.00032435972,0.0005421706,0.2524992166093244,0.15171639820598087,610
HARRIS TEETER PHARMACY #9973 (WI),retailer,0.00032290394,0.0005396875,0.2524945922844826,0.15171263038465382,611
KROGER PHARMACY #8269 (HI),retailer,0.00034502757,0.0005774256,0.2524438382895932,0.15169727321325552,612
WALMART PHARMACY #3932 (OK),retailer,0.00030753887,0.00051347783,0.252484581451653,0.1516961400012855,613
CORNER DRUG STORE #9000 (NV),retailer,0.00028463433,0.00047440713,0.2525041316424165,0.15169224183900154,614
CORNER DRUG STORE #9025 (MN),retailer,0.00061668997,0.0010408298,0.2521211959057135,0.1516890494679262,615
MAIN STREET PHARMACY #1697 (NH),retailer,0.00024632487,0.00040905838,0.2525196763744643,0.15167542917476892,616
COMMUNITY PHARMACY #4559 (IL),retailer,0.000596099,0.0010057054,0.2521215111098892,0.15167518886179773,617
WALGREENS #7870 (OK),retailer,0.00029573316,0.0004933388,0.2524601810494444,0.15167344415438397,618
QUALITY CARE PHARMACY #8119 (CA),retailer,0.00026864544,0.000447133,0.2524423846843328,0.15164428402054503,619
WALMART PHARMACY #6373 (MN),retailer,0.0005252202,0.0008847995,0.2521221592705611,0.15162721537015816,620
RITE AID #9808 (AR),retailer,0.00024578636,0.00040813952,0.2524208956190987,0.15161579318382665,621
HEALTH MART PHARMACY #7528 (CA),retailer,0.00047789796,0.00080407684,0.2521379900916274,0.1516044247927207,622
CVS PHARMACY #5006 (OK),retailer,0.00046626906,0.0007842405,0.2521426874712779,0.1515993086723174,623
MEDICO PHARMACY #8398 (IA),retailer,0.0001964065,0.00032390715,0.2522077388224992,0.15145420615431995,624
COMMUNITY PHARMACY #9346 (CA),retailer,0.00016667134,0.0002731848,0.2522364476930017,0.15145114253429792,625
WALMART PHARMACY #8088 (MA),retailer,0.004641804,0.007906895,0.2416485442862014,0.1481518847637683,626
RITE AID #6383 (HI),retailer,0.003704697,0.0063083717,0.2403693548388164,0.14674496157001737,627
HOMETOWN PHARMACY #2871 (NY),retailer,0.003660652,0.0062332395,0.2401821368121632,0.14660257790586517,628
FAMILY CARE PHARMACY #6238 (CO),retailer,0.0030825355,0.0052470844,0.2399946271843126,0.1460956102198458,629
WALGREENS #1104 (NV),retailer,0.0031186275,0.0053086504,0.2392512419714906,0.14567420535650125,630
SUNRISE PHARMACY #9275 (UT),retailer,0.002793879,0.0047546923,0.2394395448051652,0.14556560387937043,631
WINN-DIXIE PHARMACY #1939 (MD),retailer,0.002055908,0.0034958574,0.2386147302730915,0.14456718117466044,632
MAIN STREET PHARMACY #7730 (MA),retailer,0.0014307179,0.002429403,0.2380419480036418,0.14379692998506696,633
KROGER PHARMACY #3223 (MD),retailer,0.002097674,0.003567102,0.2370532845154695,0.14365881149237855,634
MEDICO PHARMACY #8956 (AZ),retailer,0.0016938848,0.0028783155,0.2370607891116279,0.14338779969584123,635
HEALTH MART PHARMACY #1717 (ME),retailer,0.000949513,0.0016085613,0.2378783961217678,0.14337046218820745,636
VILLAGE PHARMACY #6301 (MO),retailer,0.0016064027,0.0027290871,0.2370674913208399,0.14333212964717829,637
MAIN STREET PHARMACY #8487 (MN),retailer,0.0014955896,0.0025400617,0.237069059759196,0.14325746058847985,638
GOOD NEIGHBOR PHARMACY #5720 (FL),retailer,0.0013319802,0.0022609762,0.2370705969730818,0.14314674871404418,639
COMMUNITY PHARMACY #7249 (SD),retailer,0.0013267106,0.002251987,0.2370699332972882,0.1431427548467304,640
PUBLIX PHARMACY #5512 (TX),retailer,0.001308214,0.0022204353,0.2370652660143445,0.14312733371730194,641
HEALTH MART PHARMACY #1310 (MN),retailer,0.001277318,0.0021677325,0.2370705248671992,0.14310940790225407,642
QUALITY CARE PHARMACY #7431 (NY),retailer,0.0012239238,0.0020766526,0.2370758527031038,0.14307617266166173,643
MAIN STREET PHARMACY #8319 (MO),retailer,0.001099172,0.0018638504,0.2370806782904333,0.1429939471680077,644
FAMILY CARE PHARMACY #1452 (CA),retailer,0.0011010007,0.0018669694,0.2370777676263863,0.14299344833437586,645
HARRIS TEETER PHARMACY #3661 (NJ),retailer,0.0010917437,0.001851179,0.2370760320143408,0.14298609085386285,646
WALGREENS #7484 (TX),retailer,0.0005597205,0.000943651,0.2376480286548105,0.1429662776048689,647
COMMUNITY PHARMACY #8414 (WI),retailer,0.0010589048,0.0017951627,0.2370785239869285,0.1429651794640081,648
PEOPLES PHARMACY #1813 (UT),retailer,0.0010463073,0.0017736735,0.2370791319435276,0.1429569485380575,649
WINN-DIXIE PHARMACY #6546 (HI),retailer,0.0010328541,0.0017507243,0.2370795739258003,0.14294803408825676,650
KROGER PHARMACY #4734 (TX),retailer,0.0009891976,0.0016762557,0.2370808636868703,0.14291902052367225,651
SUNRISE PHARMACY #2438 (MA),retailer,0.0009608778,0.0016279466,0.2370915457679136,0.14290610610944351,652
VILLAGE PHARMACY #3167 (UT),retailer,0.0008930631,0.0015122683,0.2370891460041683,0.14285839494426808,653
HARRIS TEETER PHARMACY #4566 (AZ),retailer,0.00042115012,0.00070727593,0.23760399154722,0.1428453053188562,654
CVS PHARMACY #6535 (TX),retailer,0.0004505851,0.0007574864,0.2375464882557318,0.14283088751901166,655
COMMUNITY PHARMACY #6139 (CA),retailer,0.0008194288,0.0013866622,0.2370899464578797,0.14280863280831618,656
QUALITY CARE PHARMACY #4974 (OR),retailer,0.00038116853,0.00063907506,0.2375702593331857,0.14279778563137233,657
KROGER PHARMACY #5279 (CA),retailer,0.00037229477,0.0006239381,0.2375230627533188,0.14276341289346012,658
CORNER DRUG STORE #8973 (AZ),retailer,0.00073218683,0.0012378443,0.2371035628525398,0.14275727547473352,659
MAIN STREET PHARMACY #1474 (UT),retailer,0.00041503712,0.0006968479,0.2374619874234388,0.14275593162539874,660
COMMUNITY PHARMACY #3679 (UT),retailer,0.00036674243,0.00061446684,0.237516191168948,0.14275550143901944,661
WINN-DIXIE PHARMACY #2262 (OK),retailer,0.00037115955,0.0006220022,0.2374875979899451,0.14274135966981893,662
WALMART PHARMACY #5923 (TX),retailer,0.0003125127,0.00052196183,0.237547140147537,0.14273706882731058,663
CVS PHARMACY #3361 (HI),retailer,0.0003172232,0.0005299975,0.2375310390230758,0.14273062242332524,664
WALMART PHARMACY #2475 (WA),retailer,0.00068386935,0.001155424,0.2371021255203103,0.1427234449256425,665
VILLAGE PHARMACY #3509 (MO),retailer,0.00030740965,0.0005132571,0.2375251599112194,0.14272039879055565,666
GOOD NEIGHBOR PHARMACY #1035 (WI),retailer,0.0006728489,0.0011366258,0.2371085474732732,0.14271977880267964,667
WINN-DIXIE PHARMACY #1599 (ME),retailer,0.0006756108,0.0011413366,0.2370984889505747,0.14271562801656346,668
WALGREENS #5986 (IL),retailer,0.0006738926,0.001138406,0.2370955188046138,0.14271267368490378,669
QUALITY CARE PHARMACY #4945 (HI),retailer,0.00032270988,0.0005393557,0.237477195318265,0.14270205946235254,670
CORNER DRUG STORE #5697 (NV),retailer,0.0006529428,0.0011026695,0.2370979649658784,0.14269984680250308,671
MEDICO PHARMACY #1027 (CA),retailer,0.00031485825,0.0005259631,0.2374817543428944,0.1426994378369214,672
PEOPLES PHARMACY #4029 (SD),retailer,0.00064457004,0.0010883878,0.2371002920752852,0.1426955303645783,673
MAIN STREET PHARMACY #8486 (HI),retailer,0.0003333757,0.00055754994,0.2374511614714305,0.14269371685809584,674
HOMETOWN PHARMACY #3950 (HI),retailer,0.0003296923,0.0005512667,0.237451056627711,0.14269114066148122,675
MEDICO PHARMACY #5839 (WA),retailer,0.00032761227,0.0005477185,0.2374443653023956,0.142685706574344,676
PEOPLES PHARMACY #7179 (NH),retailer,0.00031723213,0.0005300124,0.2374525356744192,0.14268352638041654,677
CVS PHARMACY #3955 (IA),retailer,0.00031805597,0.0005314175,0.2374362867191659,0.1426743390313345,678
HEALTH MART PHARMACY #2589 (SD),retailer,0.0006072741,0.0010247679,0.2371041851567911,0.1426724182606879,679
MAIN STREET PHARMACY #9821 (CA),retailer,0.0003016464,0.0005034263,0.2374211276817249,0.14265404713246255,680
COMMUNITY PHARMACY #9501 (MA),retailer,0.00026587886,0.000442414,0.2374512776635272,0.14264773219182592,681
GOOD NEIGHBOR PHARMACY #9366 (NM),retailer,0.0002700354,0.0004495037,0.2374384359488121,0.1426428630547885,682
CVS PHARMACY #8005 (SD),retailer,0.000553293,0.0009326867,0.2371117430276846,0.14264012048507035,683
GOOD NEIGHBOR PHARMACY #3063 (IL),retailer,0.00030883952,0.0005156962,0.2373893946603513,0.14263991527319128,684
FAMILY CARE PHARMACY #4694 (MA),retailer,0.00051942584,0.00087491586,0.2371075026748399,0.14261446794839622,685
VILLAGE PHARMACY #4187 (VT),retailer,0.00028134804,0.00046880037,0.2373687220100087,0.14260875336203763,686
QUALITY CARE PHARMACY #6119 (IA),retailer,0.00041982258,0.0007050116,0.2371317527711767,0.14256105631292257,687
KROGER PHARMACY #2596 (WI),retailer,0.00041639595,0.00069916574,0.2371276472636679,0.14255625466115923,688
SUNRISE PHARMACY #7114 (NV),retailer,0.000415689,0.00069796044,0.2371283692329418,0.14255620570866823,689
WALMART PHARMACY #4065 (NY),retailer,0.0003995085,0.00067035994,0.2371128911411199,0.1425358786647373,690
MEDICO PHARMACY #9120 (NE),retailer,0.00034636463,0.0005797062,0.2371325639867782,0.14251142087658025,691
RITE AID #1519 (NH),retailer,0.0003253155,0.0005438012,0.2371340378243979,0.14249794316641742,692
GOOD NEIGHBOR PHARMACY #9094 (MA),retailer,0.0003084075,0.00051495875,0.2371447339631449,0.14249282388754578,693
VILLAGE PHARMACY #9462 (TX),retailer,0.00031464684,0.00052560214,0.2371341925581966,0.14249075639655173,694
HOMETOWN PHARMACY #4538 (IL),retailer,0.00030470453,0.00050864235,0.237142531750439,0.14248897599819263,695
HEALTH MART PHARMACY #5408 (UT),retailer,0.0003094187,0.00051668414,0.2371367550308888,0.14248872668187565,696
PEOPLES PHARMACY #4532 (WI),retailer,0.00031340375,0.00052348134,0.2371300868207406,0.14248744463562799,697
QUALITY CARE PHARMACY #7229 (MN),retailer,0.00026016423,0.00043266508,0.2371427300972127,0.142458704088002,698
MAIN STREET PHARMACY #9914 (ME),retailer,0.00017127674,0.00028104038,0.2371683010220525,0.1424133967704394,699
TUG VALLEY PHARMACY #1 (WV),retailer,0.040382765,0.06887406,0.188713861352567,0.1407779412545944,700
WALMART PHARMACY #4968 (MN),retailer,0.0047754133,0.0081348065,0.2264042667082597,0.13909648258986468,701
PUBLIX PHARMACY #6301 (RI),retailer,0.004404747,0.007502522,0.2259941378376405,0.13859749158384027,702
MAIN STREET PHARMACY #7125 (WI),retailer,0.003673174,0.0062545994,0.2257781001416484,0.13796869985685584,703
WALGREENS #6464 (IL),retailer,0.0041167755,0.0070112976,0.2250267558456472,0.13782057265034384,704
WALGREENS #1154 (NH),retailer,0.003587462,0.006108391,0.2254939744201871,0.1377397410915835,705
RITE AID #9914 (SD),retailer,0.003443548,0.0058629024,0.2246845224641988,0.13715587452535208,706
CVS PHARMACY #6912 (MA),retailer,0.0032320335,0.005502099,0.2242698432800669,0.13676274577625086,707
WALGREENS #5807 (ME),retailer,0.003253652,0.0055389763,0.2242381117122984,0.1367584575881878,708
PEOPLES PHARMACY #3356 (TX),retailer,0.0028703369,0.004885115,0.223961621712681,0.1363310191056349,709
PEOPLES PHARMACY #1578 (VT),retailer,0.002584431,0.0043974146,0.2242093719711529,0.13628458907913427,710
VILLAGE PHARMACY #4948 (NE),retailer,0.00258583,0.004399801,0.2238006718000224,0.13604032358209495,711
RITE AID #4978 (CT),retailer,0.0020072677,0.0034128865,0.2220516393218646,0.13459613822548597,712
PUBLIX PHARMACY #8775 (UT),retailer,0.001093764,0.001854625,0.2230275892241357,0.1345584035371502,713
MAIN STREET PHARMACY #7751 (HI),retailer,0.0012262309,0.0020805884,0.2227963760853643,0.13451006103362276,714
VILLAGE PHARMACY #1272 (MN),retailer,0.0012262872,0.0020806845,0.2227403217367853,0.13447646684153156,715
SUNRISE PHARMACY #6584 (WI),retailer,0.0011058715,0.0018752787,0.2228384803538392,0.13445319968649344,716
FAMILY CARE PHARMACY #7985 (NY),retailer,0.001090852,0.0018496581,0.2228326931161702,0.1344394791284886,717
GOOD NEIGHBOR PHARMACY #5400 (SD),retailer,0.0011540689,0.0019574938,0.2227276498510253,0.13441958743265264,718
PUBLIX PHARMACY #7846 (MS),retailer,0.0011063677,0.0018761251,0.2227759751973457,0.13441603518656087,719
GOOD NEIGHBOR PHARMACY #3188 (MO),retailer,0.001731777,0.0029429519,0.2220604123456998,0.1344134281986936,720
WALMART PHARMACY #1265 (NV),retailer,0.0011268453,0.0019110558,0.2226894519478608,0.13437809346200325,721
HOMETOWN PHARMACY #3734 (OK),retailer,0.0011701564,0.001984936,0.2226367690606877,0.1343760358173528,722
FAMILY CARE PHARMACY #1919 (HI),retailer,0.0016035299,0.0027241874,0.2220562831802399,0.1343234449108753,723
PUBLIX PHARMACY #8393 (SC),retailer,0.0015729786,0.0026720727,0.2220566015878237,0.13430279004582266,724
GOOD NEIGHBOR PHARMACY #5778 (OR),retailer,0.0015312756,0.002600935,0.2220574730691447,0.13427485788674706,725
WALMART PHARMACY #7887 (MT),retailer,0.0013108405,0.0022249161,0.2220646931571815,0.13412878233329897,726
FAMILY CARE PHARMACY #3868 (ME),retailer,0.00061443873,0.001036989,0.2226814408374531,0.1340236601230716,727
SUNRISE PHARMACY #4995 (DE),retailer,0.0011502147,0.0019509194,0.2220686278912688,0.13402154449288634,728
WINN-DIXIE PHARMACY #7284 (MO),retailer,0.0011475908,0.001946444,0.2220675900348402,0.13401913166062546,729
WALMART PHARMACY #8586 (NE),retailer,0.0011143299,0.0018897066,0.2220681775235083,0.13399678916145913,730
CORNER DRUG STORE #7782 (SD),retailer,0.0010528861,0.0017848958,0.2220746805116264,0.1339587666537264,731
QUALITY CARE PHARMACY #3513 (MD),retailer,0.0010549416,0.0017884021,0.222066771426589,0.1339554237162937,732
CVS PHARMACY #2496 (FL),retailer,0.0010500192,0.0017800047,0.2220681639446154,0.1339529002376212,733
RITE AID #4082 (NE),retailer,0.0009986594,0.0016923954,0.2220796741201977,0.13392476265354827,734
GOOD NEIGHBOR PHARMACY #3724 (AZ),retailer,0.0010015693,0.001697359,0.2220699087235614,0.13392088887888023,735
FAMILY CARE PHARMACY #2765 (WI),retailer,0.000989139,0.0016761555,0.2220729327400017,0.13391422185047272,736
PEOPLES PHARMACY #1960 (AZ),retailer,0.0004989019,0.00083990605,0.2225661971216189,0.13387568069725891,737
HEALTH MART PHARMACY #9341 (MN),retailer,0.00043345135,0.0007282601,0.2226320660990108,0.1338705437110497,738
QUALITY CARE PHARMACY #2462 (TX),retailer,0.0004982099,0.00083872577,0.2225511524668919,0.13386618178208504,739
PEOPLES PHARMACY #5430 (RI),retailer,0.000438476,0.0007368307,0.2225957751287647,0.13385219735640302,740
GOOD NEIGHBOR PHARMACY #6820 (VT),retailer,0.0008899774,0.0015070048,0.2220784088432055,0.13384984727659516,741
WALGREENS #6911 (SD),retailer,0.00042801126,0.00071897975,0.2225946180164718,0.1338443627261592,742
RITE AID #2527 (IA),retailer,0.00084442424,0.0014292995,0.2220830032114843,0.13382152170512657,743
WINN-DIXIE PHARMACY #5040 (NJ),retailer,0.00048442255,0.00081520644,0.2224836011841275,0.13381624328654274,744
KROGER PHARMACY #9591 (NH),retailer,0.00039591067,0.0006642229,0.2225738211401158,0.13380998187245113,745
GOOD NEIGHBOR PHARMACY #6942 (IL),retailer,0.00082811265,0.0014014755,0.2220756616562529,0.13380598723439044,746
CORNER DRUG STORE #1999 (SD),retailer,0.0004536056,0.0007626395,0.2224756056211407,0.13379041918794526,747
WALMART PHARMACY #2584 (SD),retailer,0.00080052327,0.0013544138,0.2220783062562935,0.1337887492876294,748
VILLAGE PHARMACY #7686 (IL),retailer,0.00045935877,0.00077245274,0.2224627939124606,0.13378665745455856,749
WALGREENS #5712 (IA),retailer,0.0004308876,0.00072388636,0.2224861551361318,0.1337812476438659,750
PUBLIX PHARMACY #2753 (NH),retailer,0.00045783978,0.0007698613,0.2224517649828864,0.13377900350568467,751
HARRIS TEETER PHARMACY #6362 (OR),retailer,0.0007793879,0.0013183604,0.2220732583690017,0.1337712991998094,752
COMMUNITY PHARMACY #3131 (IA),retailer,0.0004145456,0.00069601025,0.2224741443193664,0.13376289069055528,753
WALMART PHARMACY #7704 (WI),retailer,0.00041018095,0.000688565,0.2224780033308979,0.13376222801891885,754
COMMUNITY PHARMACY #2514 (NE),retailer,0.00037162477,0.0006227951,0.2225216034794095,0.13376208013704188,755
CORNER DRUG STORE #1982 (IA),retailer,0.00041379972,0.0006947379,0.2224558340594985,0.13375139559595134,756
MEDICO PHARMACY #9409 (UT),retailer,0.00040790983,0.00068469107,0.2224607945572982,0.133750353179514,757
RITE AID #4866 (MD),retailer,0.00043267896,0.0007269423,0.2224300788061172,0.1337488242067363,758
KROGER PHARMACY #5166 (WI),retailer,0.00047351472,0.0007965998,0.2223804827185147,0.13374692954282003,759
GOOD NEIGHBOR PHARMACY #9336 (OK),retailer,0.00036209327,0.0006065361,0.2225026178035174,0.13374418513134512,760
FAMILY CARE PHARMACY #2680 (MD),retailer,0.00044564027,0.00074905116,0.222404144251578,0.13374210702214304,761
PUBLIX PHARMACY #1877 (SC),retailer,0.00038788124,0.0006505263,0.2224652043275144,0.13373933313432596,762
HEALTH MART PHARMACY #8237 (TX),retailer,0.0007287675,0.0012320114,0.2220752406843609,0.13373794897794614,763
HARRIS TEETER PHARMACY #2771 (VT),retailer,0.00041227005,0.0006921282,0.2224249762561039,0.1337318370468276,764
SUNRISE PHARMACY #1828 (UT),retailer,0.0003862856,0.0006478042,0.2224522794819515,0.13373048936537935,765
PUBLIX PHARMACY #4511 (UT),retailer,0.00039319895,0.0006595967,0.2224376599542613,0.1337264346520865,766
KROGER PHARMACY #9225 (OK),retailer,0.0007033142,0.0011885933,0.2220848622743891,0.1337263547159031,767
PEOPLES PHARMACY #9785 (CA),retailer,0.00039364025,0.0006603497,0.2224328984183757,0.13372387892609655,768
PUBLIX PHARMACY #8080 (NY),retailer,0.00040574008,0.0006809898,0.2224156701996249,0.1337217980530547,769
QUALITY CARE PHARMACY #4697 (FL),retailer,0.0004498293,0.00075619714,0.2223650696031225,0.13372152063667422,770
PEOPLES PHARMACY #2226 (OR),retailer,0.0004056841,0.0006808943,0.2224138496159022,0.13372066748949168,771
MEDICO PHARMACY #5923 (NE),retailer,0.00069471466,0.0011739243,0.2220798002343287,0.13371744986860848,772
RITE AID #5839 (NJ),retailer,0.00037849718,0.0006345192,0.2224367417028633,0.1337158527168348,773
PEOPLES PHARMACY #4568 (ND),retailer,0.00067295675,0.0011368099,0.2220928490229181,0.13371043339426145,774
WALMART PHARMACY #4111 (AZ),retailer,0.00036951824,0.00061920215,0.222435130034693,0.13370875889396022,775
GOOD NEIGHBOR PHARMACY #8359 (AL),retailer,0.00035342653,0.00059175334,0.2224466880581956,0.13370471417160665,776
MAIN STREET PHARMACY #4937 (VT),retailer,0.00038713627,0.0006492553,0.2224076533353043,0.13370429412418566,777
GOOD NEIGHBOR PHARMACY #6383 (IL),retailer,0.0006646128,0.0011225763,0.2220869098578308,0.13370117642927215,778
HOMETOWN PHARMACY #3362 (NJ),retailer,0.00036527097,0.0006119567,0.2223985810585756,0.13368393131974907,779
GOOD NEIGHBOR PHARMACY #7878 (OR),retailer,0.0006252057,0.0010553552,0.2220849163899938,0.13367309190168758,780
RITE AID #6536 (SC),retailer,0.00033741532,0.0005644406,0.2223974787747068,0.13366426351832503,781
WALGREENS #2217 (NV),retailer,0.000603767,0.0010187853,0.2220871139423031,0.13365978249863963,782
CORNER DRUG STORE #4683 (FL),retailer,0.00038528536,0.00064609776,0.2223323555262049,0.1336578524197957,783
GOOD NEIGHBOR PHARMACY #7779 (IA),retailer,0.0005903766,0.0009959437,0.2220884113168671,0.13365142427057128,784
KROGER PHARMACY #6424 (SC),retailer,0.00058772153,0.0009914143,0.2220904922234278,0.13365086107195792,785
WALMART PHARMACY #9446 (MN),retailer,0.00057213247,0.0009648227,0.222087355770954,0.13363834256534898,786
CORNER DRUG STORE #7022 (IA),retailer,0.00057003676,0.00096124806,0.2220848281509457,0.13363539612215367,787
GOOD NEIGHBOR PHARMACY #2698 (ME),retailer,0.00056048576,0.0009449559,0.2220906199884205,0.1336323543531303,788
CVS PHARMACY #7396 (AZ),retailer,0.0005442056,0.00091718545,0.2220954940302767,0.1336241706028583,789
FAMILY CARE PHARMACY #7367 (NY),retailer,0.00051334436,0.000864542,0.2220895371478394,0.13359953909536088,790
RITE AID #6500 (SC),retailer,0.0004937517,0.0008311207,0.2220926613765627,0.13358804510821667,791
WALMART PHARMACY #1726 (ME),retailer,0.00047370704,0.0007969282,0.2220995806827807,0.13357851969607032,792
COMMUNITY PHARMACY #7274 (OK),retailer,0.00047041057,0.00079130515,0.2221001658051006,0.13357662153813307,793
FAMILY CARE PHARMACY #3292 (VT),retailer,0.00043265635,0.0007269031,0.2221036259557265,0.13355293680953728,794
HARRIS TEETER PHARMACY #1449 (UT),retailer,0.00043173577,0.00072533276,0.2221011837496997,0.13355084336705228,795
FAMILY CARE PHARMACY #5444 (OK),retailer,0.00042760774,0.0007182918,0.2220974109437902,0.13354576327672946,796
COMMUNITY PHARMACY #1920 (TX),retailer,0.00041858325,0.00070289755,0.2221011269300417,0.13354183519644763,797
MEDICO PHARMACY #9379 (CA),retailer,0.00039116014,0.00065611885,0.2221012065807563,0.1335231714939915,798
WALGREENS #1058 (AR),retailer,0.00036692727,0.00061478245,0.2221084901210682,0.13351100706270808,799
WALMART PHARMACY #1742 (IL),retailer,0.00035461204,0.0005937753,0.2221077730544631,0.13350217395026362,800
CORNER DRUG STORE #6675 (OR),retailer,0.00035139456,0.0005882863,0.2221059819331823,0.1334989036845255,801
CVS PHARMACY #4817 (OR),retailer,0.0003322424,0.0005556167,0.2221222189669342,0.1334955780520709,802
CVS PHARMACY #1208 (WA),retailer,0.00033416034,0.00055888866,0.2221128837494575,0.13349128572084054,803
HEALTH MART PHARMACY #2922 (NE),retailer,0.0003414341,0.000571296,0.2220988643810753,0.13348783704505177,804
WALGREENS #6138 (AZ),retailer,0.00031503476,0.0005262637,0.2221217220642368,0.1334835387267543,805
KROGER PHARMACY #1750 (WI),retailer,0.00032202873,0.00053819374,0.2221078561253028,0.13347999117295473,806
KROGER PHARMACY #5920 (CA),retailer,0.0003000761,0.00050074747,0.2221156909646418,0.13346971357193485,807
GOOD NEIGHBOR PHARMACY #7819 (OK),retailer,0.00029899724,0.000498907,0.2221139143350034,0.1334679113982085,808
