date,manufacturer,distributor,retailer,retailer_state,quantity,z_quantity,flag_volume,flag_frequency,flag_surge,flag_concentration,flag_iforest,iforest_score,anomaly_score
2012-07-21,PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,MEDICO PHARMACY #8908 (WV),WV,216593,9.649789538898384,True,False,True,True,True,0.7717207179892026,4
2011-08-04,QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,83316,3.6106212834060702,True,True,False,True,True,0.7780118505178505,4
2012-07-17,PURDUE PHARMA LP,VALUEDRUGCO,PUBLIX PHARMACY #9176 (MD),MD,492997,22.174458180082517,True,False,True,True,True,0.7896790957477572,4
2010-10-29,QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,89090,3.872258006225556,True,True,False,True,True,0.7738120894066733,4
2012-01-11,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,108214,4.738822032411883,True,True,False,True,True,0.7618636329766193,4
2012-09-15,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #9221 (ID),ID,229635,10.2407604670265,True,False,True,True,True,0.7769597781541013,4
2009-10-25,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,105043,4.595134805522275,True,True,False,True,True,0.7896790957477572,4
2007-06-25,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,110955,4.863024709455217,True,True,False,True,True,0.778538420803912,4
2011-01-15,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,83215,3.606044679837527,True,True,False,True,True,0.7811766229228906,4
2013-09-02,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,103656,4.532285804041392,True,True,False,True,True,0.7923550498279215,4
2009-01-01,PURDUE PHARMA LP,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,102267,4.469346176747268,True,True,False,True,True,0.7822344052679904,4
2012-08-19,PURDUE PHARMA LP,DAKOTA DRUG INC,CVS PHARMACY #3972 (IA),IA,252945,11.29700432032096,True,False,True,True,True,0.7738120894066733,4
2012-08-31,PURDUE PHARMA LP,BELLCO DRUG CORP,WALMART PHARMACY #1090 (CO),CO,333385,14.941974528772546,True,False,True,True,True,0.7801202709719055,4
2012-06-16,PURDUE PHARMA LP,MCKESSON CORPORATION,HOMETOWN PHARMACY #1320 (CT),CT,194483,8.64792117354701,True,False,True,True,True,0.7738120894066733,4
2012-01-08,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,88906,3.863920431407616,True,True,False,True,True,0.7854163540498982,4
2012-07-23,PURDUE PHARMA LP,MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #7203 (WV),WV,451099,20.275938018549645,True,False,True,True,True,0.7875448407878906,4
2010-12-07,SANDOZ INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,104100,4.552404734580334,True,False,True,True,True,0.7649627181646446,4
2012-06-09,PURDUE PHARMA LP,MCKESSON CORPORATION,WALMART PHARMACY #5516 (MT),MT,416690,18.71676621468825,True,False,True,True,True,0.7912835817652614,4
2013-06-29,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,112453,4.930903443570837,True,True,False,True,True,0.7902135626033302,4
2010-04-07,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,92534,4.028315656622215,True,True,False,True,True,0.7832936199440851,4
2008-01-01,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,102073,4.460555472863136,True,True,False,True,True,0.7912835817652614,4
2012-09-13,PURDUE PHARMA LP,BELLCO DRUG CORP,VILLAGE PHARMACY #4279 (MD),MD,340896,15.28231977038965,True,False,True,True,True,0.7832936199440851,4
2010-02-02,PURDUE PHARMA LP,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,85665,3.7170613010546627,True,True,False,True,True,0.7795926307896472,4
2012-07-23,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #5000 (HI),HI,358579,16.08358789813765,True,False,True,True,True,0.7848851318222239,4
2009-05-29,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,98406,4.294393044290387,True,True,False,True,True,0.7644453299066387,4
2010-06-05,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,90072,3.9167552805256487,True,True,False,True,True,0.7817053351751826,4
2010-04-11,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,115213,5.055967065839936,True,True,False,True,True,0.782763833443506,4
2012-07-10,PURDUE PHARMA LP,HENRY SCHEIN INC,VILLAGE PHARMACY #4919 (CO),CO,417824,18.768151050794465,True,False,True,True,True,0.7848851318222239,4
2007-09-09,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,85584,3.7133909556185043,True,True,False,True,True,0.7759091284631018,4
2010-04-18,MALLINCKRODT LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,90412,3.93216166877619,True,True,False,True,True,0.779065347480774,4
2013-02-24,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,107669,4.714126498304397,True,True,False,True,True,0.7875448407878906,4
2013-01-22,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,104047,4.5500031505295135,True,True,False,True,True,0.7717207179892026,4
2012-08-11,PURDUE PHARMA LP,MIAMI-LUKEN INC,QUALITY CARE PHARMACY #6315 (NJ),NJ,202843,9.026737072883849,True,False,True,True,True,0.7665169849444241,4
2014-04-22,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,88317,3.8372311294088846,True,True,False,True,True,0.7806482682690864,4
2011-07-13,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,87565,3.803155823631217,True,True,False,True,True,0.779065347480774,4
2012-09-14,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,HARRIS TEETER PHARMACY #7768 (VT),VT,444545,19.97895722856715,True,False,True,True,True,0.7854163540498982,4
2009-05-10,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,106395,4.656397855271487,True,True,False,True,True,0.7774856363815418,4
2012-09-21,PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,WALMART PHARMACY #6651 (NM),NM,480371,21.602337421108007,True,False,True,True,True,0.7870121789422854,4
2012-06-17,PURDUE PHARMA LP,MORRIS & DICKSON CO LLC,WALMART PHARMACY #3320 (RI),RI,254023,11.3458516336565,True,False,True,True,True,0.7774856363815418,4
2012-09-27,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,WINN-DIXIE PHARMACY #7899 (NJ),NJ,495872,22.30473278661283,True,False,True,True,True,0.7870121789422854,4
2012-06-24,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #1067 (VA),VA,451553,20.29651007815478,True,False,True,False,True,0.7780118505178505,3
2010-02-20,WATSON LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,116056,5.094165846119955,True,False,False,True,True,0.7511153744343408,3
2009-10-15,SANDOZ INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,94191,4.103399142890294,True,False,False,True,True,0.7603188018003818,3
2012-09-19,PURDUE PHARMA LP,DAKOTA DRUG INC,WINN-DIXIE PHARMACY #2369 (OH),OH,205159,9.131681764614006,True,False,True,False,True,0.7577207685518043,3
2012-09-27,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,WALGREENS #5807 (ME),ME,133637,5.890812057392795,True,False,True,False,True,0.7388098336101235,3
2012-07-28,PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,SUNRISE PHARMACY #1202 (TN),TN,367350,16.481027402095,True,False,True,False,True,0.7769597781541013,3
2014-07-07,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,47854,2.003734988874618,False,True,False,True,True,0.7644453299066387,3
2012-08-08,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,SUNRISE PHARMACY #4944 (MI),MI,219923,9.80068151794045,True,False,True,False,True,0.7541406087303789,3
2012-09-15,PURDUE PHARMA LP,MIAMI-LUKEN INC,WALGREENS #2512 (AR),AR,389142,17.468486263141454,True,False,True,False,True,0.774859899521032,3
2012-07-11,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,MEDICO PHARMACY #4308 (TN),TN,119270,5.239801527994189,True,False,True,False,True,0.7323632890190706,3
2012-08-07,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,QUALITY CARE PHARMACY #1046 (IN),IN,106005,4.638725821689984,True,False,True,False,True,0.7437615602626932,3
2012-09-01,PURDUE PHARMA LP,PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #4157 (TN),TN,396776,17.814404992272724,True,False,True,False,True,0.7677929164565791,3
2012-07-13,RHODES TECHNOLOGIES,MORRIS & DICKSON CO LLC,RITE AID #9808 (AR),AR,50000,2.1009764864795044,False,False,True,True,True,0.6954289124109044,3
2013-08-01,VINTAGE PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,78703,3.4015928451715207,False,True,False,True,True,0.7470608023382257,3
2012-07-19,PURDUE PHARMA LP,MCKESSON CORPORATION,PUBLIX PHARMACY #6301 (RI),RI,373384,16.754445480635486,True,False,True,False,True,0.7759091284631018,3
2012-08-15,PURDUE PHARMA LP,SMITH DRUG COMPANY,WINN-DIXIE PHARMACY #7275 (PA),PA,216185,9.631301872997735,True,False,True,False,True,0.7582336055241273,3
2012-03-07,QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,50779,2.1362752407358916,False,True,False,True,True,0.7623792739027688,3
2011-02-23,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,77476,3.3459939087497146,False,True,False,True,True,0.7727656962014056,3
2012-08-20,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #3308 (MI),MI,221834,9.887274482489817,True,False,True,False,True,0.7696349988928389,3
2013-08-28,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,54886,2.3223753482211063,False,True,False,True,True,0.7696349988928389,3
2012-09-19,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,PEOPLES PHARMACY #1568 (TN),TN,160955,7.128670040417166,True,False,True,False,True,0.7502147481072428,3
2011-09-29,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,72574,3.1238700405022053,False,True,False,True,True,0.7764342755948077,3
2012-08-25,PURDUE PHARMA LP,SMITH DRUG COMPANY,PEOPLES PHARMACY #4850 (WV),WV,169186,7.501640574800122,True,False,True,False,True,0.7480425030118092,3
2011-09-06,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,57126,2.4238762590482015,False,True,False,True,True,0.7727656962014056,3
2012-07-15,PURDUE PHARMA LP,AMERISOURCEBERGEN DRUG CORP,CORNER DRUG STORE #1796 (VA),VA,241816,10.792716982555449,True,False,True,False,True,0.7768507637148684,3
2012-06-29,PURDUE PHARMA LP,SMITH DRUG COMPANY,PUBLIX PHARMACY #4271 (LA),LA,381135,17.105665819841207,True,False,True,False,True,0.7784291848669284,3
2012-07-11,PURDUE PHARMA LP,HENRY SCHEIN INC,PUBLIX PHARMACY #3526 (MI),MI,153568,6.793943599220848,True,False,True,False,True,0.7510099861972075,3
2012-07-14,PURDUE PHARMA LP,AMERISOURCEBERGEN DRUG CORP,RITE AID #5573 (CA),CA,227113,10.126481316532779,True,False,True,False,True,0.7679666419728087,3
2009-06-07,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,50363,2.1174250715822884,False,True,False,True,True,0.7644453299066387,3
2013-03-21,IMPAX LABORATORIES INC,HD SMITH WHOLESALE DRUG CO,RITE AID #5458 (KS),KS,50000,2.1009764864795044,False,False,True,True,True,0.7203313278680866,3
2014-02-12,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,82140,3.5573333052218454,False,True,False,True,True,0.7811766229228906,3
2012-12-22,PURDUE PHARMA LP,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,77822,3.3616721744399714,False,True,False,True,True,0.778538420803912,3
2012-09-01,PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,CORNER DRUG STORE #4580 (NC),NC,267508,11.956896179416939,True,False,True,False,True,0.7710905527909913,3
2012-09-29,PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,SUNRISE PHARMACY #8341 (WV),WV,352810,15.822177739851263,True,False,True,False,True,0.7690837240345556,3
2011-06-29,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,WINN-DIXIE PHARMACY #7319 (WV),WV,239122,10.67064401212322,True,False,True,False,True,0.7545992427479891,3
2012-06-01,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,MEDICO PHARMACY #8821 (VA),VA,343328,15.392520759287638,True,False,True,False,True,0.7669281533177028,3
2012-09-23,PURDUE PHARMA LP,ANDA INC,PEOPLES PHARMACY #8581 (KY),KY,167838,7.4405587766773875,True,False,True,False,True,0.7480723888402291,3
2012-07-07,RHODES TECHNOLOGIES,MCKESSON CORPORATION,HARRIS TEETER PHARMACY #6375 (KS),KS,50000,2.1009764864795044,False,False,True,True,True,0.6964404813005097,3
2010-03-28,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,60168,2.5617181209839264,False,True,False,True,True,0.7634116029722012,3
2013-03-03,IMPAX LABORATORIES INC,HENRY SCHEIN INC,SUNRISE PHARMACY #9254 (IN),IN,267,-0.1525702984151081,False,True,True,False,True,0.7359938237184173,3
2010-11-12,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,65063,2.7835247988851015,False,True,False,True,True,0.779065347480774,3
2012-03-03,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,78953,3.4129210718263305,False,True,False,True,True,0.7822344052679904,3
2014-07-10,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,43191,1.7924409053091064,False,True,False,True,True,0.7639282915880523,3
2008-03-17,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,82899,3.5917258013458477,False,True,False,True,True,0.7780118505178505,3
2012-06-15,PURDUE PHARMA LP,MORRIS & DICKSON CO LLC,WALGREENS #4906 (LA),LA,271943,12.157858920273265,True,False,True,False,True,0.7677929164565791,3
2012-07-22,PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,COMMUNITY PHARMACY #7150 (NJ),NJ,458444,20.608761317667955,True,False,True,False,True,0.7753843365185877,3
2013-08-11,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,46336,1.9349499966266128,False,True,False,True,True,0.7670357753301549,3
2012-06-18,PURDUE PHARMA LP,HENRY SCHEIN INC,SUNRISE PHARMACY #9254 (IN),IN,428628,19.257711693908725,True,False,True,False,True,0.7837137874939736,3
2012-06-04,PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #8496 (VA),VA,339435,15.216117613818941,True,False,True,False,True,0.7693529336907022,3
2012-07-08,WATSON LABORATORIES INC,HD SMITH WHOLESALE DRUG CO,WINN-DIXIE PHARMACY #7899 (NJ),NJ,725,-0.13181698718349666,False,False,True,True,True,0.6648414462844564,3
2012-08-29,PURDUE PHARMA LP,BELLCO DRUG CORP,RITE AID #8511 (NC),NC,339955,15.239680325260945,True,False,True,False,True,0.774859899521032,3
2012-07-15,PURDUE PHARMA LP,CARDINAL HEALTH INC,QUALITY CARE PHARMACY #2113 (AZ),AZ,105356,4.609317745294097,True,False,True,False,True,0.7298899400679424,3
2011-10-01,MALLINCKRODT LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,70531,3.0312957722791,False,True,False,True,True,0.7691144505028038,3
2012-07-06,PURDUE PHARMA LP,AMERISOURCEBERGEN DRUG CORP,FAMILY CARE PHARMACY #3996 (WV),WV,168490,7.470102791793131,True,False,True,False,True,0.7603188018003818,3
2014-03-01,SANDOZ INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,84323,3.656251380371644,True,False,False,True,True,0.7551919521755537,3
2012-07-07,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,59988,2.5535617977924634,False,True,False,True,True,0.7738120894066733,3
2012-09-05,PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #1907 (MA),MA,412369,18.520969145186516,True,False,True,False,True,0.7643380713569593,3
2010-11-24,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,68352,2.9325589487557786,False,True,False,True,True,0.7769597781541013,3
2009-08-07,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,47948,2.007994402096826,False,True,False,True,True,0.7753843365185877,3
2011-10-16,VINTAGE PHARMACEUTICALS LLC,BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #1200 (DE),DE,50000,2.1009764864795044,False,False,True,True,True,0.7375186951139906,3
2011-12-07,PURDUE PHARMA LP,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,55880,2.36741637740063,False,True,False,True,True,0.7696349988928389,3
2012-08-04,MALLINCKRODT LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,43552,1.8087988645986515,False,True,False,True,True,0.7722430303408213,3
2012-06-04,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,MEDICO PHARMACY #6543 (KY),KY,152254,6.7344024399231674,True,False,True,False,True,0.7613483408080681,3
2012-07-22,WATSON LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,42356,1.7546046282820418,False,False,True,True,True,0.746555522174934,3
2013-11-22,PAR PHARMACEUTICAL INC,MORRIS & DICKSON CO LLC,QUALITY CARE PHARMACY #5678 (MD),MD,1239,-0.10852615318120781,False,False,True,True,True,0.6933711570432064,3
2013-08-25,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,80453,3.480890431755189,False,True,False,True,True,0.7675549168411309,3
2012-05-30,WATSON LABORATORIES INC,ANDA INC,KROGER PHARMACY #8357 (TN),TN,60,-0.16195007008529058,False,True,True,False,True,0.6276047338428562,3
2012-08-05,PURDUE PHARMA LP,PRESCRIPTION SUPPLY INC,WINN-DIXIE PHARMACY #4728 (MN),MN,50000,2.1009764864795044,False,False,True,True,True,0.7208188590967205,3
2014-01-09,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,57100,2.4226981234761014,False,True,False,True,True,0.7618636329766193,3
2012-06-13,PURDUE PHARMA LP,DAKOTA DRUG INC,COMMUNITY PHARMACY #2037 (NC),NC,253238,11.310281001960398,True,False,True,False,True,0.7721346777036949,3
2012-06-21,PURDUE PHARMA LP,BELLCO DRUG CORP,HOMETOWN PHARMACY #6304 (IN),IN,264502,11.820685582119506,True,False,True,False,True,0.7737035166164592,3
2011-10-11,VINTAGE PHARMACEUTICALS LLC,HENRY SCHEIN INC,FAMILY CARE PHARMACY #2188 (AR),AR,50000,2.1009764864795044,False,False,True,True,True,0.7310602042428691,3
2008-09-03,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,60694,2.585552709865646,False,True,False,True,True,0.7623792739027688,3
2010-11-14,CADISTA PHARMACEUTICALS INC,HENRY SCHEIN INC,WALGREENS #5786 (DE),DE,50000,2.1009764864795044,False,False,True,True,True,0.6957686664314721,3
2011-05-11,QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,49698,2.0872919886804944,False,True,False,True,True,0.7717207179892026,3
2012-06-27,PURDUE PHARMA LP,CARDINAL HEALTH INC,FAMILY CARE PHARMACY #2097 (TN),TN,268375,11.99618246945582,True,False,True,False,True,0.7524810913883425,3
2012-09-27,PURDUE PHARMA LP,MORRIS & DICKSON CO LLC,GOOD NEIGHBOR PHARMACY #4463 (NH),NH,302662,13.549826098709666,True,False,True,False,True,0.7706771528566296,3
2011-05-06,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,78651,3.3992365740273205,False,True,False,True,True,0.7706771528566296,3
2008-07-19,MALLINCKRODT LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,54984,2.3268160130697915,False,True,False,True,True,0.7634116029722012,3
2011-01-26,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,57167,2.4257340882195906,False,True,False,True,True,0.7717207179892026,3
2009-02-18,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,56448,2.3931541083603576,False,True,False,True,True,0.7649627181646446,3
2013-12-28,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,77368,3.3411001148348367,False,True,False,True,True,0.774859899521032,3
2012-07-29,PURDUE PHARMA LP,MIAMI-LUKEN INC,COMMUNITY PHARMACY #3577 (OK),OK,403844,18.134676616257504,True,False,True,False,True,0.7659985454464524,3
2012-08-08,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,73488,3.1652860371521894,False,True,False,True,True,0.754681172448231,3
2012-07-25,PURDUE PHARMA LP,VALUEDRUGCO,WALGREENS #4906 (LA),LA,88573,3.8488312335034096,True,False,True,False,True,0.7266468664065705,3
2012-08-28,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,MEDICO PHARMACY #7590 (OH),OH,315901,14.149723669441771,True,False,True,False,True,0.7602884267222555,3
2012-10-18,PURDUE PHARMA LP,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,51165,2.153766022690918,False,True,False,True,True,0.768074409714999,3
2011-10-01,WATSON LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,85684,3.7179222462804282,True,False,False,True,True,0.7526415059000232,3
2011-11-11,ABBOTT LABORATORIES,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,87201,3.786661925621814,True,False,False,True,True,0.750607351930875,3
2008-03-07,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,43793,1.8197192750938882,False,True,False,True,True,0.7691144505028038,3
2012-09-21,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,72848,3.1362857769158765,False,True,False,True,True,0.7738120894066733,3
2012-07-14,RHODES TECHNOLOGIES,NATIONAL WHOLESALE DRUG CO INC,KROGER PHARMACY #5941 (CT),CT,50000,2.1009764864795044,False,False,True,True,True,0.7072919009001588,3
2011-11-27,ABBOTT LABORATORIES,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,100929,4.408717507690726,True,False,False,True,True,0.757238530460505,3
2012-07-02,RHODES TECHNOLOGIES,PENN PHARMACEUTICAL SERVICES INC,PUBLIX PHARMACY #9067 (WI),WI,17,-0.16389852506991784,False,False,True,True,True,0.6508339514429744,3
2012-06-15,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,PUBLIX PHARMACY #1641 (KY),KY,260062,11.619496276730084,True,False,True,False,True,0.7679666419728087,3
2012-08-23,PURDUE PHARMA LP,BELLCO DRUG CORP,SUNRISE PHARMACY #5850 (WV),WV,440511,19.79616496326514,True,False,True,False,True,0.7706771528566296,3
2009-08-03,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,45863,1.9135169917957129,False,True,False,True,True,0.7618636329766193,3
2009-08-23,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,70427,3.026583229990699,False,True,False,True,True,0.7801202709719055,3
2012-11-20,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,58751,2.497509732304465,False,True,False,True,True,0.7665169849444241,3
2012-08-16,PURDUE PHARMA LP,MORRIS & DICKSON CO LLC,WALMART PHARMACY #8179 (MD),MD,388830,17.45434863627625,True,False,True,False,True,0.7711987589074509,3
2008-01-27,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,74230,3.198908213863665,False,True,False,True,True,0.7722430303408213,3
2012-06-12,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,MAIN STREET PHARMACY #7859 (LA),LA,218728,9.74653259453046,True,False,True,False,True,0.7510338318442762,3
2014-02-15,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,71151,3.059389774383028,False,True,False,True,True,0.7769597781541013,3
2012-06-25,PURDUE PHARMA LP,MIAMI-LUKEN INC,HEALTH MART PHARMACY #6744 (NC),NC,427702,19.21575194237931,True,False,True,False,True,0.7684864135085253,3
2012-11-03,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,79119,3.4204430143251243,False,True,False,True,True,0.7780118505178505,3
2012-08-31,PURDUE PHARMA LP,CARDINAL HEALTH INC,GOOD NEIGHBOR PHARMACY #3396 (NC),NC,104974,4.592008214965548,True,False,True,False,True,0.7304340589291467,3
2010-11-18,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,77515,3.347761112107865,False,True,False,True,True,0.7639282915880523,3
2012-06-02,PURDUE PHARMA LP,KINRAY LLC,COMMUNITY PHARMACY #4056 (SD),SD,401591,18.03258663764436,True,False,True,False,True,0.7774856363815418,3
2010-02-28,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,78860,3.408706971510741,False,True,False,True,True,0.7706771528566296,3
